Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition,FofA,FofA_Std,AoA_ENG_Std,DELE_Std,Token_Main_Lemma_Std,Token_Sub_Std,Token_Pret_Std,LOR_Std
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,3,30,1,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,0.8558127644563089,1.1421400600454394,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,17,33,1,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,-0.7967119356723366,-1.0311047276025946,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,7,35,1,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,-0.17604616049261348,-0.9904016428376602,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,12,38,1,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,-0.8805206477044715,0.9394671284084477,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,2,40,1,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,-0.17604616049261348,1.6660080717017323,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,16,43,1,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,-0.8805206477044715,-0.850837455898445,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,6,45,1,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,1.5274949425687898,-0.9954768620988402,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,11,48,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,-0.756439924316328,0.3899306090684002,NA,-0.3677635486577243
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,1,50,1,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],23,-0.700123637983043,-1.0948669327180587,1.2244714988500527,1.8256282555442962,0.9394671284084477,NA,-0.3677635486577243
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,20,3,0,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.9277623816177957,-0.9904016428376602,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,10,5,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,1.8256282555442962,-1.0311047276025946,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,15,8,0,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.7967119356723366,1.1421400600454394,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,5,10,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,0.15427731687705384,0.3899306090684002,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,19,13,0,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.829719296452148,-0.8636253871458107,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,9,15,1,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,0.15427731687705384,-0.8636253871458107,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,14,18,1,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.9277623816177957,0.6338335449828961,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,4,20,1,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,1.5274949425687898,0.6338335449828961,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,18,23,1,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.756439924316328,-0.9954768620988402,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,8,25,1,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,0.8558127644563089,-0.850837455898445,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,13,28,0,valorar,113028,NA,NA,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.829719296452148,1.6660080717017323,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,3,30,1,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,0.8558127644563089,1.1421400600454394,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,17,33,1,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.7967119356723366,-1.0311047276025946,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,7,35,1,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.17604616049261348,-0.9904016428376602,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,12,38,1,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.8805206477044715,0.9394671284084477,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,2,40,1,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.17604616049261348,1.6660080717017323,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,16,43,1,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.8805206477044715,-0.850837455898445,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,6,45,1,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,1.5274949425687898,-0.9954768620988402,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,11,48,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,-0.756439924316328,0.3899306090684002,NA,-0.4920458384428627
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,1,50,1,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],25,-0.4239637585563983,-1.0948669327180587,-0.05134052406079912,1.8256282555442962,0.9394671284084477,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,20,3,1,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.9277623816177957,-0.9904016428376602,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,10,5,1,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,1.8256282555442962,-1.0311047276025946,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,15,8,1,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.7967119356723366,1.1421400600454394,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,5,10,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,0.15427731687705384,0.3899306090684002,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,19,13,1,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.829719296452148,-0.8636253871458107,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,9,15,1,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,0.15427731687705384,-0.8636253871458107,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,14,18,1,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.9277623816177957,0.6338335449828961,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,4,20,1,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,1.5274949425687898,0.6338335449828961,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,18,23,1,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.756439924316328,-0.9954768620988402,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,8,25,1,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,0.8558127644563089,-0.850837455898445,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,13,28,1,valorar,113028,NA,NA,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.829719296452148,1.6660080717017323,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,3,30,1,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,0.8558127644563089,1.1421400600454394,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,17,33,1,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.7967119356723366,-1.0311047276025946,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,7,35,1,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.17604616049261348,-0.9904016428376602,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,12,38,1,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.8805206477044715,0.9394671284084477,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,2,40,1,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.17604616049261348,1.6660080717017323,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,16,43,1,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.8805206477044715,-0.850837455898445,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,6,45,0,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,1.5274949425687898,-0.9954768620988402,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,11,48,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,-0.756439924316328,0.3899306090684002,NA,-0.4920458384428627
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,1,50,1,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],43,2.061475156283404,0.2152828238490564,0.31317719677087286,1.8256282555442962,0.9394671284084477,NA,-0.4920458384428627
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,1,1,0,esperar,1409514,NA,NA,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,1.8256282555442962,0.9394671284084477,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,11,3,1,desear,148807,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.756439924316328,0.3899306090684002,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,6,6,0,querer,1263949,NA,NA,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,1.5274949425687898,-0.9954768620988402,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,16,8,0,sugerir,88224,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.8805206477044715,-0.850837455898445,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,2,11,0,pedir,432187,NA,NA,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.17604616049261348,1.6660080717017323,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,12,13,0,sugerir,88224,NA,NA,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.8805206477044715,0.9394671284084477,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,7,16,0,pedir,432187,NA,NA,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.17604616049261348,-0.9904016428376602,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,17,18,0,conseguir,129144,NA,NA,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.7967119356723366,-1.0311047276025946,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,3,21,0,permitir,935997,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,0.8558127644563089,1.1421400600454394,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,13,23,0,valorar,113028,NA,NA,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.829719296452148,1.6660080717017323,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,8,26,0,permitir,935997,NA,NA,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,0.8558127644563089,-0.850837455898445,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,18,28,0,desear,148807,NA,NA,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.756439924316328,-0.9954768620988402,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,4,31,0,querer,1263949,NA,NA,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,1.5274949425687898,0.6338335449828961,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,14,33,0,ordenar,65158,NA,NA,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.9277623816177957,0.6338335449828961,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,9,36,0,necesitar,593469,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,0.15427731687705384,-0.8636253871458107,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,19,38,0,valorar,113028,NA,NA,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.829719296452148,-0.8636253871458107,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,5,41,1,necesitar,593469,NA,NA,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,0.15427731687705384,0.3899306090684002,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,15,43,0,conseguir,129144,NA,NA,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.7967119356723366,1.1421400600454394,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,10,46,0,esperar,1409514,NA,NA,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,1.8256282555442962,-1.0311047276025946,NA,-0.32799321592648
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,20,48,0,ordenar,65158,NA,NA,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F],31,0.40451587972353586,-1.0948669327180587,0.31317719677087286,-0.9277623816177957,-0.9904016428376602,NA,-0.32799321592648
