Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,LF_Main,TF_Main,Syntax_Main,VolScore_Main,SubVerb,LF_Sub,Morpheme,Property,Condition,Condition_Exp
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,18,23,1,desear,148807,1,Canonical,,robar,28182,Mood,Subjunctive,D,[–F/–F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,8,25,1,permitir,935997,0,Canonical,,viajar,78141,Mood,Subjunctive,B,[+F/–F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,13,28,1,valorar,113028,1,Canonical,,quedar,947469,Mood,Subjunctive,C,[–F/+F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,3,30,1,permitir,935997,0,Canonical,,enviar,766523,Mood,Subjunctive,A,[+F/+F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,17,33,0,conseguir,129144,0,Canonical,,atar,15876,Mood,Subjunctive,D,[–F/–F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,7,35,1,pedir,432187,0,Canonical,,bailar,29935,Mood,Subjunctive,B,[+F/–F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,12,38,1,sugerir,88224,0,Canonical,,dejar,696519,Mood,Subjunctive,C,[–F/+F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,2,40,1,pedir,432187,0,Canonical,,quedar,947469,Mood,Subjunctive,A,[+F/+F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,16,43,1,sugerir,88224,0,Canonical,,viajar,78141,Mood,Subjunctive,D,[–F/–F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,6,45,1,querer,1263949,0,Canonical,,robar,28182,Mood,Subjunctive,B,[+F/–F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,11,48,1,desear,148807,1,Canonical,,tomar,506707,Mood,Subjunctive,C,[–F/+F]
HSP07,21,Female,Heritage,Sequential,39,0,7,7,27,0,39,11,12,B,1,50,1,esperar,1409514,1,Canonical,,dejar,696519,Mood,Subjunctive,A,[+F/+F]
