Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition,FofA,Token_Differential,FofA_Std,AoA_ENG_Std,DELE_Std,Token_Lemma_Std,Token_Differential_Std,Token_Pret_Std,LOR_Std
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,36,42,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,23,-264072,-0.6195225750729476,-1.1048298408029296,1.210823390766473,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.3572892507728374
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,26,44,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,23,3136079,-0.6195225750729476,-1.1048298408029296,1.210823390766473,1.1853140881011042,2.7285759351299097,0.6877245428967208,-0.3572892507728374
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,31,47,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,23,-34938,-0.6195225750729476,-1.1048298408029296,1.210823390766473,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.3572892507728374
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,21,49,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,23,-5228,-0.6195225750729476,-1.1048298408029296,1.210823390766473,-0.7469737946600679,-0.40446992197849396,-0.7171428519094981,-0.3572892507728374
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,40,2,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,25,3136079,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.1853140881011042,2.7285759351299097,0.6877245428967208,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,30,4,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,25,37118,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.6282305572821627,-0.3622352852921999,-0.6869808390966665,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,35,7,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,25,-5228,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.7469737946600679,-0.40446992197849396,-0.7171428519094981,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,25,9,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,25,-11415,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.7182503225684682,-0.41064065114247883,-0.6402029035928617,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,39,12,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,25,1306223,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.8205800857536594,0.903532168345907,0.9054005323835091,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,29,14,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,25,-264072,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,34,17,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,25,-95053,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.6124413447888278,-0.4940586963691417,-0.4190771932481509,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,24,19,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,25,-34938,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,38,22,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,25,37118,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.6282305572821627,-0.3622352852921999,-0.6869808390966665,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,28,24,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,25,-4995,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.75109129543331,-0.4042375347318141,-0.7242783271577272,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,33,27,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,25,-11415,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.7182503225684682,-0.41064065114247883,-0.6402029035928617,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,23,29,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,25,-95053,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.6124413447888278,-0.4940586963691417,-0.4190771932481509,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,37,32,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,25,-264072,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,27,34,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,25,1306223,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.8205800857536594,0.903532168345907,0.9054005323835091,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,32,37,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,25,9386,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.7442783108051209,-0.38989435449789367,-0.7256596121490169,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,22,39,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,25,9386,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.7442783108051209,-0.38989435449789367,-0.7256596121490169,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,36,42,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,25,-264072,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,26,44,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,25,3136079,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,1.1853140881011042,2.7285759351299097,0.6877245428967208,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,31,47,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,25,-34938,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.4837354982246776
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,21,49,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,25,-5228,-0.35298379277412134,-1.1048298408029296,-0.07972499692289588,-0.7469737946600679,-0.40446992197849396,-0.7171428519094981,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,40,2,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,43,3136079,2.045865247915315,0.21383803370379278,0.28900311384549526,1.1853140881011042,2.7285759351299097,0.6877245428967208,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,30,4,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,43,37118,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.6282305572821627,-0.3622352852921999,-0.6869808390966665,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,35,7,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,43,-5228,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.7469737946600679,-0.40446992197849396,-0.7171428519094981,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,25,9,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,43,-11415,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.7182503225684682,-0.41064065114247883,-0.6402029035928617,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,39,12,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,43,1306223,2.045865247915315,0.21383803370379278,0.28900311384549526,1.8205800857536594,0.903532168345907,0.9054005323835091,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,29,14,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,43,-264072,2.045865247915315,0.21383803370379278,0.28900311384549526,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,34,17,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,43,-95053,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.6124413447888278,-0.4940586963691417,-0.4190771932481509,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,24,19,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,43,-34938,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,38,22,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,43,37118,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.6282305572821627,-0.3622352852921999,-0.6869808390966665,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,28,24,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,43,-4995,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.75109129543331,-0.4042375347318141,-0.7242783271577272,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,33,27,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,43,-11415,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.7182503225684682,-0.41064065114247883,-0.6402029035928617,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,23,29,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,43,-95053,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.6124413447888278,-0.4940586963691417,-0.4190771932481509,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,37,32,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,43,-264072,2.045865247915315,0.21383803370379278,0.28900311384549526,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,27,34,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,43,1306223,2.045865247915315,0.21383803370379278,0.28900311384549526,1.8205800857536594,0.903532168345907,0.9054005323835091,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,32,37,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,43,9386,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.7442783108051209,-0.38989435449789367,-0.7256596121490169,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,22,39,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,43,9386,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.7442783108051209,-0.38989435449789367,-0.7256596121490169,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,36,42,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,43,-264072,2.045865247915315,0.21383803370379278,0.28900311384549526,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,26,44,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,43,3136079,2.045865247915315,0.21383803370379278,0.28900311384549526,1.1853140881011042,2.7285759351299097,0.6877245428967208,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,31,47,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,43,-34938,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.4837354982246776
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,21,49,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,43,-5228,2.045865247915315,0.21383803370379278,0.28900311384549526,-0.7469737946600679,-0.40446992197849396,-0.7171428519094981,-0.4837354982246776
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,21,2,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,31,-5228,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.7469737946600679,-0.40446992197849396,-0.7171428519094981,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,31,5,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,31,-34938,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,26,7,0,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,31,3136079,0.4466325541223574,-1.1048298408029296,0.28900311384549526,1.1853140881011042,2.7285759351299097,0.6877245428967208,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,38,10,0,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,31,-4995,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.75109129543331,-0.4042375347318141,-0.7242783271577272,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,22,12,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,31,9386,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.7442783108051209,-0.38989435449789367,-0.7256596121490169,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,32,15,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,31,9386,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.7442783108051209,-0.38989435449789367,-0.7256596121490169,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,27,17,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,31,1306223,0.4466325541223574,-1.1048298408029296,0.28900311384549526,1.8205800857536594,0.903532168345907,0.9054005323835091,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,37,20,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,31,-264072,0.4466325541223574,-1.1048298408029296,0.28900311384549526,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,23,22,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,31,-95053,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.6124413447888278,-0.4940586963691417,-0.4190771932481509,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,33,25,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,31,-11415,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.7182503225684682,-0.41064065114247883,-0.6402029035928617,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,28,27,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,31,-4995,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.75109129543331,-0.4042375347318141,-0.7242783271577272,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,38,30,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,H,Irregular stative with entre,31,37118,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.6282305572821627,-0.3622352852921999,-0.6869808390966665,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,24,32,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,E,Regular stative with durante,31,-34938,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.6270594247773096,-0.43410178935557325,-0.6016847450743822,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,34,35,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,G,Regular stative with entre,31,-95053,0.4466325541223574,-1.1048298408029296,0.28900311384549526,-0.6124413447888278,-0.4940586963691417,-0.4190771932481509,-0.31682645158824857
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,29,37,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,F,Irregular stative with durante,31,-264072,0.4466325541223574,-1.1048298408029296,0.28900311384549526,1.2748729675469266,-0.6626332030068581,2.1461184769255626,-0.31682645158824857
