Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,LF_Main,TF_Main,Syntax_Main,VolScore_Main,SubVerb,LF_Sub,Morpheme,Property,Condition,Condition_Exp,Participant,FofA,LF,FofA_Std,LF_Main_Std,LF_Sub_Std,LF_Std,LOR_Std,DELE_Std
HSP01,6,Male,Heritage,Simultaneous,31,0,0,0.25,34,4,45,10,13,B,16,43,1,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],01,23,166365,-0.8845315970638796,-0.8805704422739492,-0.8514053474068505,-1.2316228435703938,-0.5714376144571932,0.6405534126992202
HSP01,6,Male,Heritage,Simultaneous,31,0,0,0.25,34,4,45,10,13,B,6,45,1,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],01,23,1292131,-0.8845315970638796,1.5277818799286884,-0.996016471096781,0.6834092931563795,-0.5714376144571932,0.6405534126992202
HSP01,6,Male,Heritage,Simultaneous,31,0,0,0.25,34,4,45,10,13,B,11,48,1,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],01,23,655514,-0.8845315970638796,-0.7564723676935818,0.3891201001661345,-0.39953513204973634,-0.5714376144571932,0.6405534126992202
HSP01,6,Male,Heritage,Simultaneous,31,0,0,0.25,34,4,45,10,13,B,1,50,1,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],01,23,2106033,-0.8845315970638796,1.825956883251257,0.9385491641953003,2.0679319081102814,-0.5714376144571932,0.6405534126992202
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,20,3,0,ordenar,65158,1,Canonical,NA,bailar,29935,Mood,Subjunctive,D,[–F/–F],02,25,95093,-0.6506281048311819,-0.9278187823738246,-0.9909422442341848,-1.3528631105963926,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,10,5,1,esperar,1409514,1,Canonical,NA,atar,15876,Mood,Subjunctive,B,[+F/–F],02,25,1425390,-0.6506281048311819,1.825956883251257,-1.0316373699964445,0.9100951830376454,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,15,8,0,conseguir,129144,0,Canonical,NA,enviar,766523,Mood,Subjunctive,C,[–F/+F],02,25,895667,-0.6506281048311819,-0.7967500106045265,1.1411824655582157,0.008987343075062946,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,5,10,1,necesitar,593469,1,Canonical,NA,tomar,506707,Mood,Subjunctive,A,[+F/+F],02,25,1100176,-0.6506281048311819,0.1543722263188524,0.3891201001661345,0.35687607594659726,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,19,13,0,valorar,113028,1,Canonical,NA,prestar,73724,Mood,Subjunctive,D,[–F/–F],02,25,186752,-0.6506281048311819,-0.8297619870655337,-0.8641907781268093,-1.1969426700961117,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,9,15,1,necesitar,593469,1,Canonical,NA,prestar,73724,Mood,Subjunctive,B,[+F/–F],02,25,667193,-0.6506281048311819,0.1543722263188524,-0.8641907781268093,-0.3796680723545315,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,14,18,1,ordenar,65158,1,Canonical,NA,tratar,590952,Mood,Subjunctive,C,[–F/+F],02,25,656110,-0.6506281048311819,-0.9278187823738246,0.6329753437710545,-0.3985212808999511,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,4,20,1,querer,1263949,0,Canonical,NA,tratar,590952,Mood,Subjunctive,A,[+F/+F],02,25,1854901,-0.6506281048311819,1.5277818799286884,0.6329753437710545,1.640733138063515,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,18,23,1,desear,148807,1,Canonical,NA,robar,28182,Mood,Subjunctive,D,[–F/–F],02,25,176989,-0.6506281048311819,-0.7564723676935818,-0.996016471096781,-1.2135504364977117,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,8,25,1,permitir,935997,0,Canonical,NA,viajar,78141,Mood,Subjunctive,B,[+F/–F],02,25,1014138,-0.6506281048311819,0.8560057751669462,-0.8514053474068505,0.21051747657541522,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,13,28,0,valorar,113028,1,Canonical,NA,quedar,947469,Mood,Subjunctive,C,[–F/+F],02,25,1060497,-0.6506281048311819,-0.8297619870655337,1.6649480410741022,0.2893784253218834,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,3,30,1,permitir,935997,0,Canonical,NA,enviar,766523,Mood,Subjunctive,A,[+F/+F],02,25,1702520,-0.6506281048311819,0.8560057751669462,1.1411824655582157,1.3815189567624608,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,17,33,1,conseguir,129144,0,Canonical,NA,atar,15876,Mood,Subjunctive,D,[–F/–F],02,25,145020,-0.6506281048311819,-0.7967500106045265,-1.0316373699964445,-1.2679326636914785,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,7,35,1,pedir,432187,0,Canonical,NA,bailar,29935,Mood,Subjunctive,B,[+F/–F],02,25,462122,-0.6506281048311819,-0.17599744280401716,-0.9909422442341848,-0.7285128192297224,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,12,38,1,sugerir,88224,0,Canonical,NA,dejar,696519,Mood,Subjunctive,C,[–F/+F],02,25,784743,-0.6506281048311819,-0.8805704422739492,0.9385491641953003,-0.17970464507725345,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,2,40,1,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],02,25,1379656,-0.6506281048311819,-0.17599744280401716,1.6649480410741022,0.8322974171244252,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,16,43,1,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],02,25,166365,-0.6506281048311819,-0.8805704422739492,-0.8514053474068505,-1.2316228435703938,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,6,45,1,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],02,25,1292131,-0.6506281048311819,1.5277818799286884,-0.996016471096781,0.6834092931563795,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,11,48,1,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],02,25,655514,-0.6506281048311819,-0.7564723676935818,0.3891201001661345,-0.39953513204973634,-0.5946896445146722,-0.5379874583999491
HSP02,53,Female,Heritage,Simultaneous,20,0,0,0,32,3,38,12,13,B,1,50,1,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],02,25,2106033,-0.6506281048311819,1.825956883251257,0.9385491641953003,2.0679319081102814,-0.5946896445146722,-0.5379874583999491
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,20,3,1,ordenar,65158,1,Canonical,NA,bailar,29935,Mood,Subjunctive,D,[–F/–F],03,43,95093,1.4545033252630972,-0.9278187823738246,-0.9909422442341848,-1.3528631105963926,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,10,5,1,esperar,1409514,1,Canonical,NA,atar,15876,Mood,Subjunctive,B,[+F/–F],03,43,1425390,1.4545033252630972,1.825956883251257,-1.0316373699964445,0.9100951830376454,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,15,8,1,conseguir,129144,0,Canonical,NA,enviar,766523,Mood,Subjunctive,C,[–F/+F],03,43,895667,1.4545033252630972,-0.7967500106045265,1.1411824655582157,0.008987343075062946,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,5,10,1,necesitar,593469,1,Canonical,NA,tomar,506707,Mood,Subjunctive,A,[+F/+F],03,43,1100176,1.4545033252630972,0.1543722263188524,0.3891201001661345,0.35687607594659726,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,19,13,1,valorar,113028,1,Canonical,NA,prestar,73724,Mood,Subjunctive,D,[–F/–F],03,43,186752,1.4545033252630972,-0.8297619870655337,-0.8641907781268093,-1.1969426700961117,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,9,15,1,necesitar,593469,1,Canonical,NA,prestar,73724,Mood,Subjunctive,B,[+F/–F],03,43,667193,1.4545033252630972,0.1543722263188524,-0.8641907781268093,-0.3796680723545315,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,14,18,1,ordenar,65158,1,Canonical,NA,tratar,590952,Mood,Subjunctive,C,[–F/+F],03,43,656110,1.4545033252630972,-0.9278187823738246,0.6329753437710545,-0.3985212808999511,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,4,20,1,querer,1263949,0,Canonical,NA,tratar,590952,Mood,Subjunctive,A,[+F/+F],03,43,1854901,1.4545033252630972,1.5277818799286884,0.6329753437710545,1.640733138063515,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,18,23,1,desear,148807,1,Canonical,NA,robar,28182,Mood,Subjunctive,D,[–F/–F],03,43,176989,1.4545033252630972,-0.7564723676935818,-0.996016471096781,-1.2135504364977117,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,8,25,1,permitir,935997,0,Canonical,NA,viajar,78141,Mood,Subjunctive,B,[+F/–F],03,43,1014138,1.4545033252630972,0.8560057751669462,-0.8514053474068505,0.21051747657541522,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,13,28,1,valorar,113028,1,Canonical,NA,quedar,947469,Mood,Subjunctive,C,[–F/+F],03,43,1060497,1.4545033252630972,-0.8297619870655337,1.6649480410741022,0.2893784253218834,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,3,30,1,permitir,935997,0,Canonical,NA,enviar,766523,Mood,Subjunctive,A,[+F/+F],03,43,1702520,1.4545033252630972,0.8560057751669462,1.1411824655582157,1.3815189567624608,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,17,33,1,conseguir,129144,0,Canonical,NA,atar,15876,Mood,Subjunctive,D,[–F/–F],03,43,145020,1.4545033252630972,-0.7967500106045265,-1.0316373699964445,-1.2679326636914785,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,7,35,1,pedir,432187,0,Canonical,NA,bailar,29935,Mood,Subjunctive,B,[+F/–F],03,43,462122,1.4545033252630972,-0.17599744280401716,-0.9909422442341848,-0.7285128192297224,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,12,38,1,sugerir,88224,0,Canonical,NA,dejar,696519,Mood,Subjunctive,C,[–F/+F],03,43,784743,1.4545033252630972,-0.8805704422739492,0.9385491641953003,-0.17970464507725345,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,2,40,1,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],03,43,1379656,1.4545033252630972,-0.17599744280401716,1.6649480410741022,0.8322974171244252,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,16,43,1,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],03,43,166365,1.4545033252630972,-0.8805704422739492,-0.8514053474068505,-1.2316228435703938,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,6,45,0,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],03,43,1292131,1.4545033252630972,1.5277818799286884,-0.996016471096781,0.6834092931563795,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,11,48,1,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],03,43,655514,1.4545033252630972,-0.7564723676935818,0.3891201001661345,-0.39953513204973634,-0.5946896445146722,-0.2012614952287579
HSP03,2,Female,Heritage,Sequential,27,0,3,0,35,4,40,21,22,B,1,50,1,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],03,43,2106033,1.4545033252630972,1.825956883251257,0.9385491641953003,2.0679319081102814,-0.5946896445146722,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,1,1,0,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],04,31,2106033,0.051082371866911114,1.825956883251257,0.9385491641953003,2.0679319081102814,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,11,3,1,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],04,31,655514,0.051082371866911114,-0.7564723676935818,0.3891201001661345,-0.39953513204973634,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,6,6,0,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],04,31,1292131,0.051082371866911114,1.5277818799286884,-0.996016471096781,0.6834092931563795,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,16,8,0,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],04,31,166365,0.051082371866911114,-0.8805704422739492,-0.8514053474068505,-1.2316228435703938,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,2,11,0,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],04,31,1379656,0.051082371866911114,-0.17599744280401716,1.6649480410741022,0.8322974171244252,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,12,13,0,sugerir,88224,0,Canonical,NA,dejar,696519,Mood,Subjunctive,C,[–F/+F],04,31,784743,0.051082371866911114,-0.8805704422739492,0.9385491641953003,-0.17970464507725345,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,7,16,0,pedir,432187,0,Canonical,NA,bailar,29935,Mood,Subjunctive,B,[+F/–F],04,31,462122,0.051082371866911114,-0.17599744280401716,-0.9909422442341848,-0.7285128192297224,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,17,18,0,conseguir,129144,0,Canonical,NA,atar,15876,Mood,Subjunctive,D,[–F/–F],04,31,145020,0.051082371866911114,-0.7967500106045265,-1.0316373699964445,-1.2679326636914785,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,3,21,0,permitir,935997,0,Canonical,NA,enviar,766523,Mood,Subjunctive,A,[+F/+F],04,31,1702520,0.051082371866911114,0.8560057751669462,1.1411824655582157,1.3815189567624608,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,13,23,0,valorar,113028,1,Canonical,NA,quedar,947469,Mood,Subjunctive,C,[–F/+F],04,31,1060497,0.051082371866911114,-0.8297619870655337,1.6649480410741022,0.2893784253218834,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,8,26,0,permitir,935997,0,Canonical,NA,viajar,78141,Mood,Subjunctive,B,[+F/–F],04,31,1014138,0.051082371866911114,0.8560057751669462,-0.8514053474068505,0.21051747657541522,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,18,28,0,desear,148807,1,Canonical,NA,robar,28182,Mood,Subjunctive,D,[–F/–F],04,31,176989,0.051082371866911114,-0.7564723676935818,-0.996016471096781,-1.2135504364977117,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,4,31,0,querer,1263949,0,Canonical,NA,tratar,590952,Mood,Subjunctive,A,[+F/+F],04,31,1854901,0.051082371866911114,1.5277818799286884,0.6329753437710545,1.640733138063515,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,14,33,0,ordenar,65158,1,Canonical,NA,tratar,590952,Mood,Subjunctive,C,[–F/+F],04,31,656110,0.051082371866911114,-0.9278187823738246,0.6329753437710545,-0.3985212808999511,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,9,36,0,necesitar,593469,1,Canonical,NA,prestar,73724,Mood,Subjunctive,B,[+F/–F],04,31,667193,0.051082371866911114,0.1543722263188524,-0.8641907781268093,-0.3796680723545315,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,19,38,0,valorar,113028,1,Canonical,NA,prestar,73724,Mood,Subjunctive,D,[–F/–F],04,31,186752,0.051082371866911114,-0.8297619870655337,-0.8641907781268093,-1.1969426700961117,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,5,41,1,necesitar,593469,1,Canonical,NA,tomar,506707,Mood,Subjunctive,A,[+F/+F],04,31,1100176,0.051082371866911114,0.1543722263188524,0.3891201001661345,0.35687607594659726,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,15,43,0,conseguir,129144,0,Canonical,NA,enviar,766523,Mood,Subjunctive,C,[–F/+F],04,31,895667,0.051082371866911114,-0.7967500106045265,1.1411824655582157,0.008987343075062946,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,10,46,0,esperar,1409514,1,Canonical,NA,atar,15876,Mood,Subjunctive,B,[+F/–F],04,31,1425390,0.051082371866911114,1.825956883251257,-1.0316373699964445,0.9100951830376454,-0.5639969648387998,-0.2012614952287579
HSP04,23,Female,Heritage,Simultaneous,21,0,0,0.33,37,3,40,15,16,A,20,48,0,ordenar,65158,1,Canonical,NA,bailar,29935,Mood,Subjunctive,D,[–F/–F],04,31,95093,0.051082371866911114,-0.9278187823738246,-0.9909422442341848,-1.3528631105963926,-0.5639969648387998,-0.2012614952287579
HSP05,18,Male,Heritage,Simultaneous,20,0,0,0,27,3,40,12,21,A,1,1,0,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],05,33,2106033,0.2849858640996088,1.825956883251257,0.9385491641953003,2.0679319081102814,-0.5946896445146722,-0.2012614952287579
HSP05,18,Male,Heritage,Simultaneous,20,0,0,0,27,3,40,12,21,A,11,3,0,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],05,33,655514,0.2849858640996088,-0.7564723676935818,0.3891201001661345,-0.39953513204973634,-0.5946896445146722,-0.2012614952287579
HSP05,18,Male,Heritage,Simultaneous,20,0,0,0,27,3,40,12,21,A,6,6,0,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],05,33,1292131,0.2849858640996088,1.5277818799286884,-0.996016471096781,0.6834092931563795,-0.5946896445146722,-0.2012614952287579
HSP05,18,Male,Heritage,Simultaneous,20,0,0,0,27,3,40,12,21,A,16,8,0,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],05,33,166365,0.2849858640996088,-0.8805704422739492,-0.8514053474068505,-1.2316228435703938,-0.5946896445146722,-0.2012614952287579
HSP05,18,Male,Heritage,Simultaneous,20,0,0,0,27,3,40,12,21,A,2,11,0,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],05,33,1379656,0.2849858640996088,-0.17599744280401716,1.6649480410741022,0.8322974171244252,-0.5946896445146722,-0.2012614952287579
