"","Participant_ID","Seq_part","Verb","Davies_Rank","Davies_Rating","CORPES_Rank","CORPES_Rating","Part_Rating","FofU_Comp","FofU_Prod","DELE","AoA_ENG","Davies_Std","CORPES_Std","SRLF_Std","FofU","FofU_Std","DELE_Std","AoA_ENG_Std","SRLF_Avg"
"13","HSP01",1,"faltar",17,182742,17,46318,2,10,13,45,0,-0.41560420871209,-0.475529047829995,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808,4.61538461538461
"14","HSP01",1,"gustar",13,541858,14,105221,7,10,13,45,0,-0.273272712937991,-0.334130988735906,0.755262440696062,23,-0.690731804655633,1.02517885028748,-1.05445291624808,6.64150943396226
"15","HSP01",1,"haber",3,7679109,3,1142464,5,10,13,45,0,2.55549462281196,2.1557956195681,-0.0457046144319584,23,-0.690731804655633,1.02517885028748,-1.05445291624808,6.43396226415094
"16","HSP01",1,"necesitar",11,593469,15,99902,6,10,13,45,0,-0.252817286757044,-0.346899375343064,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808,6.33962264150943
"17","HSP01",1,"ordenar",26,65158,21,29636,2,10,13,45,0,-0.462207274571315,-0.515574587476662,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808,5.05660377358491
"18","HSP01",1,"pedir",16,432187,13,129532,2,10,13,45,0,-0.316739552268573,-0.275771852280438,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808,5.79245283018868
"19","HSP01",1,"permitir",7,935997,10,182416,4,10,13,45,0,-0.117060253975129,-0.148822546521278,-0.446188141995969,23,-0.690731804655633,1.02517885028748,-1.05445291624808,4.45283018867925
"20","HSP01",1,"prestar",24,73724,23,27811,4,10,13,45,0,-0.458812239003975,-0.519955543588349,-0.446188141995969,23,-0.690731804655633,1.02517885028748,-1.05445291624808,4.58490566037736
"21","HSP01",1,"quedar",6,947469,6,282860,6,10,13,45,0,-0.112513458734815,0.0922956757704006,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808,5.46153846153846
"22","HSP01",1,"querer",5,1263949,4,421748,6,10,13,45,0,0.0129197488710467,0.425699638751232,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808,6.54716981132075
"23","HSP01",1,"robar",29,28182,27,19522,1,10,13,45,0,-0.476862286845185,-0.539853486169048,-1.647638724688,23,-0.690731804655633,1.02517885028748,-1.05445291624808,3.15094339622642
"24","HSP01",1,"sugerir",21,88224,24,24081,1,10,13,45,0,-0.453065330794025,-0.528909497723469,-1.647638724688,23,-0.690731804655633,1.02517885028748,-1.05445291624808,3.16981132075472
"25","HSP01",1,"tener",2,8031798,2,1541756,7,10,13,45,0,2.69527885106431,3.11430560737512,0.755262440696062,23,-0.690731804655633,1.02517885028748,-1.05445291624808,6.9811320754717
"26","HSP01",1,"tomar",15,506707,7,212199,3,10,13,45,0,-0.287204407454402,-0.0773277433024388,-0.846671669559979,23,-0.690731804655633,1.02517885028748,-1.05445291624808,6.32075471698113
"27","HSP01",1,"tratar",12,590952,9,203025,6,10,13,45,0,-0.253814870754592,-0.0993501495318189,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808,5.54716981132075
"28","HSP01",1,"valorar",20,113028,26,19929,1,10,13,45,0,-0.443234550708535,-0.538876472943044,-1.647638724688,23,-0.690731804655633,1.02517885028748,-1.05445291624808,3.22641509433962
"29","HSP01",1,"viajar",23,78141,20,39565,2,10,13,45,0,-0.457061611861675,-0.491739785705187,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808,4.39622641509434
"30","HSP01",1,"vivir",10,599425,11,177391,5,10,13,45,0,-0.250456694667495,-0.160885179102773,-0.0457046144319584,23,-0.690731804655633,1.02517885028748,-1.05445291624808,5.50943396226415
"31","HSP02",2,"amar",22,80242,22,28853,5,12,13,38,0,-0.456228904678978,-0.517454197687868,-0.0457046144319584,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.69811320754717
"32","HSP02",2,"atar",30,15876,30,9406,2,12,13,38,0,-0.481739628392195,-0.564137185909228,-1.24715519712399,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,1.71153846153846
"33","HSP02",2,"bailar",28,29935,25,20774,7,12,13,38,0,-0.476167505459527,-0.536848030250236,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.71153846153846
"34","HSP02",2,"conseguir",19,129144,16,93382,6,12,13,38,0,-0.436847159487049,-0.362550791150298,0.354778913132052,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.41509433962264
"35","HSP02",2,"creer",14,537246,8,208637,6,12,13,38,0,-0.275100626087253,-0.0858784094228936,0.354778913132052,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.09433962264151
"36","HSP02",2,"dejar",9,696519,5,343581,5,12,13,38,0,-0.211974604616675,0.2380578873089,-0.0457046144319584,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.05660377358491
"37","HSP02",2,"desear",18,148807,18,45949,3,12,13,38,0,-0.429053955615859,-0.47641484114792,-0.846671669559979,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.11320754716981
"38","HSP02",2,"doler",25,69627,28,15080,6,12,13,38,0,-0.460436037827159,-0.5505166133187,0.354778913132052,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.54716981132075
"39","HSP02",2,"enviar",8,766523,19,44367,7,12,13,38,0,-0.184229324456031,-0.480212469952681,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.60377358490566
"40","HSP02",2,"esperar",4,1409514,12,171091,7,12,13,38,0,0.0706127622214868,-0.176008479652707,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.86792452830189
"41","HSP02",2,"estar",1,10180830,1,1624151,8,12,13,38,0,3.54702296446055,3.31209677385319,1.15574596826007,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,7.20754716981132
"42","HSP02",2,"excluir",27,53412,29,10043,2,12,13,38,0,-0.466862666559872,-0.562608052186957,-1.24715519712399,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,3.09433962264151
"43","HSP02",2,"faltar",17,182742,17,46318,3,12,13,38,0,-0.41560420871209,-0.475529047829995,-0.846671669559979,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.61538461538461
"44","HSP02",2,"gustar",13,541858,14,105221,7,12,13,38,0,-0.273272712937991,-0.334130988735906,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.64150943396226
"45","HSP02",2,"haber",3,7679109,3,1142464,7,12,13,38,0,2.55549462281196,2.1557956195681,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.43396226415094
"46","HSP02",2,"necesitar",11,593469,15,99902,6,12,13,38,0,-0.252817286757044,-0.346899375343064,0.354778913132052,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.33962264150943
"47","HSP02",2,"ordenar",26,65158,21,29636,6,12,13,38,0,-0.462207274571315,-0.515574587476662,0.354778913132052,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.05660377358491
"48","HSP02",2,"pedir",16,432187,13,129532,6,12,13,38,0,-0.316739552268573,-0.275771852280438,0.354778913132052,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.79245283018868
"49","HSP02",2,"permitir",7,935997,10,182416,3,12,13,38,0,-0.117060253975129,-0.148822546521278,-0.846671669559979,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.45283018867925
"50","HSP02",2,"prestar",24,73724,23,27811,3,12,13,38,0,-0.458812239003975,-0.519955543588349,-0.846671669559979,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.58490566037736
"51","HSP02",2,"quedar",6,947469,6,282860,3,12,13,38,0,-0.112513458734815,0.0922956757704006,-0.846671669559979,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.46153846153846
"52","HSP02",2,"querer",5,1263949,4,421748,7,12,13,38,0,0.0129197488710467,0.425699638751232,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.54716981132075
"53","HSP02",2,"robar",29,28182,27,19522,2,12,13,38,0,-0.476862286845185,-0.539853486169048,-1.24715519712399,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,3.15094339622642
"54","HSP02",2,"sugerir",21,88224,24,24081,1,12,13,38,0,-0.453065330794025,-0.528909497723469,-1.647638724688,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,3.16981132075472
"55","HSP02",2,"tener",2,8031798,2,1541756,7,12,13,38,0,2.69527885106431,3.11430560737512,0.755262440696062,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.9811320754717
"56","HSP02",2,"tomar",15,506707,7,212199,5,12,13,38,0,-0.287204407454402,-0.0773277433024388,-0.0457046144319584,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,6.32075471698113
"57","HSP02",2,"tratar",12,590952,9,203025,5,12,13,38,0,-0.253814870754592,-0.0993501495318189,-0.0457046144319584,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.54716981132075
"58","HSP02",2,"valorar",20,113028,26,19929,1,12,13,38,0,-0.443234550708535,-0.538876472943044,-1.647638724688,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,3.22641509433962
"59","HSP02",2,"viajar",23,78141,20,39565,5,12,13,38,0,-0.457061611861675,-0.491739785705187,-0.0457046144319584,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,4.39622641509434
"60","HSP02",2,"vivir",10,599425,11,177391,4,12,13,38,0,-0.250456694667495,-0.160885179102773,-0.446188141995969,25,-0.434234346874356,-0.142038419314777,-1.05445291624808,5.50943396226415
"61","HSP03",3,"amar",22,80242,22,28853,7,21,22,40,3,-0.456228904678978,-0.517454197687868,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,4.69811320754717
"62","HSP03",3,"atar",30,15876,30,9406,2,21,22,40,3,-0.481739628392195,-0.564137185909228,-1.24715519712399,43,1.87424277315714,0.191452229143012,0.224763548695409,1.71153846153846
"63","HSP03",3,"bailar",28,29935,25,20774,6,21,22,40,3,-0.476167505459527,-0.536848030250236,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,4.71153846153846
"64","HSP03",3,"conseguir",19,129144,16,93382,6,21,22,40,3,-0.436847159487049,-0.362550791150298,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,5.41509433962264
"65","HSP03",3,"creer",14,537246,8,208637,7,21,22,40,3,-0.275100626087253,-0.0858784094228936,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,6.09433962264151
"66","HSP03",3,"dejar",9,696519,5,343581,8,21,22,40,3,-0.211974604616675,0.2380578873089,1.15574596826007,43,1.87424277315714,0.191452229143012,0.224763548695409,6.05660377358491
"67","HSP03",3,"desear",18,148807,18,45949,6,21,22,40,3,-0.429053955615859,-0.47641484114792,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,4.11320754716981
"68","HSP03",3,"doler",25,69627,28,15080,6,21,22,40,3,-0.460436037827159,-0.5505166133187,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,5.54716981132075
"69","HSP03",3,"enviar",8,766523,19,44367,4,21,22,40,3,-0.184229324456031,-0.480212469952681,-0.446188141995969,43,1.87424277315714,0.191452229143012,0.224763548695409,4.60377358490566
"70","HSP03",3,"esperar",4,1409514,12,171091,6,21,22,40,3,0.0706127622214868,-0.176008479652707,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,5.86792452830189
"71","HSP03",3,"estar",1,10180830,1,1624151,8,21,22,40,3,3.54702296446055,3.31209677385319,1.15574596826007,43,1.87424277315714,0.191452229143012,0.224763548695409,7.20754716981132
"72","HSP03",3,"excluir",27,53412,29,10043,4,21,22,40,3,-0.466862666559872,-0.562608052186957,-0.446188141995969,43,1.87424277315714,0.191452229143012,0.224763548695409,3.09433962264151
"73","HSP03",3,"faltar",17,182742,17,46318,5,21,22,40,3,-0.41560420871209,-0.475529047829995,-0.0457046144319584,43,1.87424277315714,0.191452229143012,0.224763548695409,4.61538461538461
"74","HSP03",3,"gustar",13,541858,14,105221,7,21,22,40,3,-0.273272712937991,-0.334130988735906,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,6.64150943396226
"75","HSP03",3,"haber",3,7679109,3,1142464,7,21,22,40,3,2.55549462281196,2.1557956195681,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,6.43396226415094
"76","HSP03",3,"necesitar",11,593469,15,99902,7,21,22,40,3,-0.252817286757044,-0.346899375343064,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,6.33962264150943
"77","HSP03",3,"ordenar",26,65158,21,29636,5,21,22,40,3,-0.462207274571315,-0.515574587476662,-0.0457046144319584,43,1.87424277315714,0.191452229143012,0.224763548695409,5.05660377358491
"78","HSP03",3,"pedir",16,432187,13,129532,6,21,22,40,3,-0.316739552268573,-0.275771852280438,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,5.79245283018868
"79","HSP03",3,"permitir",7,935997,10,182416,6,21,22,40,3,-0.117060253975129,-0.148822546521278,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,4.45283018867925
"80","HSP03",3,"prestar",24,73724,23,27811,6,21,22,40,3,-0.458812239003975,-0.519955543588349,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,4.58490566037736
"81","HSP03",3,"quedar",6,947469,6,282860,7,21,22,40,3,-0.112513458734815,0.0922956757704006,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,5.46153846153846
"82","HSP03",3,"querer",5,1263949,4,421748,7,21,22,40,3,0.0129197488710467,0.425699638751232,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,6.54716981132075
"83","HSP03",3,"robar",29,28182,27,19522,6,21,22,40,3,-0.476862286845185,-0.539853486169048,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,3.15094339622642
"84","HSP03",3,"sugerir",21,88224,24,24081,7,21,22,40,3,-0.453065330794025,-0.528909497723469,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,3.16981132075472
"85","HSP03",3,"tener",2,8031798,2,1541756,7,21,22,40,3,2.69527885106431,3.11430560737512,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,6.9811320754717
"86","HSP03",3,"tomar",15,506707,7,212199,6,21,22,40,3,-0.287204407454402,-0.0773277433024388,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,6.32075471698113
"87","HSP03",3,"tratar",12,590952,9,203025,7,21,22,40,3,-0.253814870754592,-0.0993501495318189,0.755262440696062,43,1.87424277315714,0.191452229143012,0.224763548695409,5.54716981132075
"88","HSP03",3,"valorar",20,113028,26,19929,5,21,22,40,3,-0.443234550708535,-0.538876472943044,-0.0457046144319584,43,1.87424277315714,0.191452229143012,0.224763548695409,3.22641509433962
"89","HSP03",3,"viajar",23,78141,20,39565,5,21,22,40,3,-0.457061611861675,-0.491739785705187,-0.0457046144319584,43,1.87424277315714,0.191452229143012,0.224763548695409,4.39622641509434
"90","HSP03",3,"vivir",10,599425,11,177391,6,21,22,40,3,-0.250456694667495,-0.160885179102773,0.354778913132052,43,1.87424277315714,0.191452229143012,0.224763548695409,5.50943396226415
"91","HSP04",4,"amar",22,80242,22,28853,6,15,16,40,0,-0.456228904678978,-0.517454197687868,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.69811320754717
"92","HSP04",4,"atar",30,15876,30,9406,0,15,16,40,0,-0.481739628392195,-0.564137185909228,-2.04812225225201,31,0.335258026469475,0.191452229143012,-1.05445291624808,1.71153846153846
"93","HSP04",4,"bailar",28,29935,25,20774,4,15,16,40,0,-0.476167505459527,-0.536848030250236,-0.446188141995969,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.71153846153846
"94","HSP04",4,"conseguir",19,129144,16,93382,6,15,16,40,0,-0.436847159487049,-0.362550791150298,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.41509433962264
"95","HSP04",4,"creer",14,537246,8,208637,6,15,16,40,0,-0.275100626087253,-0.0858784094228936,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.09433962264151
"96","HSP04",4,"dejar",9,696519,5,343581,6,15,16,40,0,-0.211974604616675,0.2380578873089,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.05660377358491
"97","HSP04",4,"desear",18,148807,18,45949,3,15,16,40,0,-0.429053955615859,-0.47641484114792,-0.846671669559979,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.11320754716981
"98","HSP04",4,"doler",25,69627,28,15080,6,15,16,40,0,-0.460436037827159,-0.5505166133187,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.54716981132075
"99","HSP04",4,"enviar",8,766523,19,44367,6,15,16,40,0,-0.184229324456031,-0.480212469952681,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.60377358490566
"100","HSP04",4,"esperar",4,1409514,12,171091,6,15,16,40,0,0.0706127622214868,-0.176008479652707,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.86792452830189
"101","HSP04",4,"estar",1,10180830,1,1624151,6,15,16,40,0,3.54702296446055,3.31209677385319,0.354778913132052,31,0.335258026469475,0.191452229143012,-1.05445291624808,7.20754716981132
"102","HSP04",4,"excluir",27,53412,29,10043,4,15,16,40,0,-0.466862666559872,-0.562608052186957,-0.446188141995969,31,0.335258026469475,0.191452229143012,-1.05445291624808,3.09433962264151
"103","HSP04",4,"faltar",17,182742,17,46318,4,15,16,40,0,-0.41560420871209,-0.475529047829995,-0.446188141995969,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.61538461538461
"104","HSP04",4,"gustar",13,541858,14,105221,8,15,16,40,0,-0.273272712937991,-0.334130988735906,1.15574596826007,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.64150943396226
"105","HSP04",4,"haber",3,7679109,3,1142464,4,15,16,40,0,2.55549462281196,2.1557956195681,-0.446188141995969,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.43396226415094
"106","HSP04",4,"necesitar",11,593469,15,99902,7,15,16,40,0,-0.252817286757044,-0.346899375343064,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.33962264150943
"107","HSP04",4,"ordenar",26,65158,21,29636,3,15,16,40,0,-0.462207274571315,-0.515574587476662,-0.846671669559979,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.05660377358491
"108","HSP04",4,"pedir",16,432187,13,129532,7,15,16,40,0,-0.316739552268573,-0.275771852280438,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.79245283018868
"109","HSP04",4,"permitir",7,935997,10,182416,3,15,16,40,0,-0.117060253975129,-0.148822546521278,-0.846671669559979,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.45283018867925
"110","HSP04",4,"prestar",24,73724,23,27811,7,15,16,40,0,-0.458812239003975,-0.519955543588349,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.58490566037736
"111","HSP04",4,"quedar",6,947469,6,282860,7,15,16,40,0,-0.112513458734815,0.0922956757704006,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.46153846153846
"112","HSP04",4,"querer",5,1263949,4,421748,8,15,16,40,0,0.0129197488710467,0.425699638751232,1.15574596826007,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.54716981132075
"113","HSP04",4,"robar",29,28182,27,19522,4,15,16,40,0,-0.476862286845185,-0.539853486169048,-0.446188141995969,31,0.335258026469475,0.191452229143012,-1.05445291624808,3.15094339622642
"114","HSP04",4,"sugerir",21,88224,24,24081,7,15,16,40,0,-0.453065330794025,-0.528909497723469,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,3.16981132075472
"115","HSP04",4,"tener",2,8031798,2,1541756,7,15,16,40,0,2.69527885106431,3.11430560737512,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.9811320754717
"116","HSP04",4,"tomar",15,506707,7,212199,7,15,16,40,0,-0.287204407454402,-0.0773277433024388,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,6.32075471698113
"117","HSP04",4,"tratar",12,590952,9,203025,7,15,16,40,0,-0.253814870754592,-0.0993501495318189,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.54716981132075
"118","HSP04",4,"valorar",20,113028,26,19929,3,15,16,40,0,-0.443234550708535,-0.538876472943044,-0.846671669559979,31,0.335258026469475,0.191452229143012,-1.05445291624808,3.22641509433962
"119","HSP04",4,"viajar",23,78141,20,39565,7,15,16,40,0,-0.457061611861675,-0.491739785705187,0.755262440696062,31,0.335258026469475,0.191452229143012,-1.05445291624808,4.39622641509434
"120","HSP04",4,"vivir",10,599425,11,177391,8,15,16,40,0,-0.250456694667495,-0.160885179102773,1.15574596826007,31,0.335258026469475,0.191452229143012,-1.05445291624808,5.50943396226415
"121","HSP05",5,"amar",22,80242,22,28853,2,15,12,40,0,-0.456228904678978,-0.517454197687868,-1.24715519712399,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.69811320754717
"122","HSP05",5,"atar",30,15876,30,9406,1,15,12,40,0,-0.481739628392195,-0.564137185909228,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,1.71153846153846
"123","HSP05",5,"bailar",28,29935,25,20774,1,15,12,40,0,-0.476167505459527,-0.536848030250236,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.71153846153846
"124","HSP05",5,"conseguir",19,129144,16,93382,1,15,12,40,0,-0.436847159487049,-0.362550791150298,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,5.41509433962264
"125","HSP05",5,"creer",14,537246,8,208637,5,15,12,40,0,-0.275100626087253,-0.0858784094228936,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,6.09433962264151
"126","HSP05",5,"dejar",9,696519,5,343581,5,15,12,40,0,-0.211974604616675,0.2380578873089,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,6.05660377358491
"127","HSP05",5,"desear",18,148807,18,45949,1,15,12,40,0,-0.429053955615859,-0.47641484114792,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.11320754716981
"128","HSP05",5,"doler",25,69627,28,15080,1,15,12,40,0,-0.460436037827159,-0.5505166133187,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,5.54716981132075
"129","HSP05",5,"enviar",8,766523,19,44367,1,15,12,40,0,-0.184229324456031,-0.480212469952681,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.60377358490566
"130","HSP05",5,"esperar",4,1409514,12,171091,2,15,12,40,0,0.0706127622214868,-0.176008479652707,-1.24715519712399,27,-0.177736889093079,0.191452229143012,-1.05445291624808,5.86792452830189
"131","HSP05",5,"estar",1,10180830,1,1624151,5,15,12,40,0,3.54702296446055,3.31209677385319,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,7.20754716981132
"132","HSP05",5,"excluir",27,53412,29,10043,1,15,12,40,0,-0.466862666559872,-0.562608052186957,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,3.09433962264151
"133","HSP05",5,"faltar",17,182742,17,46318,1,15,12,40,0,-0.41560420871209,-0.475529047829995,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.61538461538461
"134","HSP05",5,"gustar",13,541858,14,105221,5,15,12,40,0,-0.273272712937991,-0.334130988735906,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,6.64150943396226
"135","HSP05",5,"haber",3,7679109,3,1142464,5,15,12,40,0,2.55549462281196,2.1557956195681,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,6.43396226415094
"136","HSP05",5,"necesitar",11,593469,15,99902,5,15,12,40,0,-0.252817286757044,-0.346899375343064,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,6.33962264150943
"137","HSP05",5,"ordenar",26,65158,21,29636,2,15,12,40,0,-0.462207274571315,-0.515574587476662,-1.24715519712399,27,-0.177736889093079,0.191452229143012,-1.05445291624808,5.05660377358491
"138","HSP05",5,"pedir",16,432187,13,129532,5,15,12,40,0,-0.316739552268573,-0.275771852280438,-0.0457046144319584,27,-0.177736889093079,0.191452229143012,-1.05445291624808,5.79245283018868
"139","HSP05",5,"permitir",7,935997,10,182416,1,15,12,40,0,-0.117060253975129,-0.148822546521278,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.45283018867925
"140","HSP05",5,"prestar",24,73724,23,27811,1,15,12,40,0,-0.458812239003975,-0.519955543588349,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,4.58490566037736
"141","HSP05",5,"quedar",6,947469,6,282860,1,15,12,40,0,-0.112513458734815,0.0922956757704006,-1.647638724688,27,-0.177736889093079,0.191452229143012,-1.05445291624808,5.46153846153846
