"","Participant_ID","Seq_part","Verb","Davies_Rank","Davies_Rating","CORPES_Rank","CORPES_Rating","Part_Rating","FofU_Comp","FofU_Prod","DELE","AoA_ENG","Davies_Std","CORPES_Std","SRLF_Std","FofU","FofU_Std","DELE_Std","AoA_ENG_Std"
"1","HSP01",1,"amar",22,80242,22,28853,7,10,13,45,0,-0.456228904678978,-0.517454197687868,0.755262440696062,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"2","HSP01",1,"atar",30,15876,30,9406,2,10,13,45,0,-0.481739628392195,-0.564137185909228,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"3","HSP01",1,"bailar",28,29935,25,20774,7,10,13,45,0,-0.476167505459527,-0.536848030250236,0.755262440696062,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"4","HSP01",1,"conseguir",19,129144,16,93382,3,10,13,45,0,-0.436847159487049,-0.362550791150298,-0.846671669559979,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"5","HSP01",1,"creer",14,537246,8,208637,7,10,13,45,0,-0.275100626087253,-0.0858784094228936,0.755262440696062,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"6","HSP01",1,"dejar",9,696519,5,343581,4,10,13,45,0,-0.211974604616675,0.2380578873089,-0.446188141995969,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"7","HSP01",1,"desear",18,148807,18,45949,3,10,13,45,0,-0.429053955615859,-0.47641484114792,-0.846671669559979,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"8","HSP01",1,"doler",25,69627,28,15080,6,10,13,45,0,-0.460436037827159,-0.5505166133187,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"9","HSP01",1,"enviar",8,766523,19,44367,2,10,13,45,0,-0.184229324456031,-0.480212469952681,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"10","HSP01",1,"esperar",4,1409514,12,171091,5,10,13,45,0,0.0706127622214868,-0.176008479652707,-0.0457046144319584,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"11","HSP01",1,"estar",1,10180830,1,1624151,8,10,13,45,0,3.54702296446055,3.31209677385319,1.15574596826007,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"12","HSP01",1,"excluir",27,53412,29,10043,3,10,13,45,0,-0.466862666559872,-0.562608052186957,-0.846671669559979,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"13","HSP01",1,"faltar",17,182742,17,46318,2,10,13,45,0,-0.41560420871209,-0.475529047829995,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"14","HSP01",1,"gustar",13,541858,14,105221,7,10,13,45,0,-0.273272712937991,-0.334130988735906,0.755262440696062,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"15","HSP01",1,"haber",3,7679109,3,1142464,5,10,13,45,0,2.55549462281196,2.1557956195681,-0.0457046144319584,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"16","HSP01",1,"necesitar",11,593469,15,99902,6,10,13,45,0,-0.252817286757044,-0.346899375343064,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"17","HSP01",1,"ordenar",26,65158,21,29636,2,10,13,45,0,-0.462207274571315,-0.515574587476662,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"18","HSP01",1,"pedir",16,432187,13,129532,2,10,13,45,0,-0.316739552268573,-0.275771852280438,-1.24715519712399,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"19","HSP01",1,"permitir",7,935997,10,182416,4,10,13,45,0,-0.117060253975129,-0.148822546521278,-0.446188141995969,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"20","HSP01",1,"prestar",24,73724,23,27811,4,10,13,45,0,-0.458812239003975,-0.519955543588349,-0.446188141995969,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"21","HSP01",1,"quedar",6,947469,6,282860,6,10,13,45,0,-0.112513458734815,0.0922956757704006,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"22","HSP01",1,"querer",5,1263949,4,421748,6,10,13,45,0,0.0129197488710467,0.425699638751232,0.354778913132052,23,-0.690731804655633,1.02517885028748,-1.05445291624808
"23","HSP01",1,"robar",29,28182,27,19522,1,10,13,45,0,-0.476862286845185,-0.539853486169048,-1.647638724688,23,-0.690731804655633,1.02517885028748,-1.05445291624808
