Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,3,21,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,13,23,1,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,8,26,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,18,28,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,4,31,1,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,14,33,1,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,9,36,1,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,19,38,1,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,5,41,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,15,43,0,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,10,46,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC07,12,Female,Comparison,Comparison,07,25,0,11,8,40,6,48,12,10,A,20,48,1,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,1,1,1,esperar,1409514,,,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,11,3,1,desear,148807,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,6,6,1,querer,1263949,,,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,16,8,1,sugerir,88224,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,2,11,1,pedir,432187,,,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,12,13,1,sugerir,88224,,,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,7,16,1,pedir,432187,,,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,17,18,1,conseguir,129144,,,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,3,21,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,13,23,1,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,8,26,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,18,28,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,4,31,1,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,14,33,1,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,9,36,1,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,19,38,1,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,5,41,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,15,43,1,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,10,46,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC08,59,Female,Comparison,Comparison,08,45,0,18,18,40,10,47,13,13,A,20,48,1,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,1,1,1,esperar,1409514,,,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,11,3,1,desear,148807,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,6,6,1,querer,1263949,,,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,16,8,1,sugerir,88224,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,2,11,1,pedir,432187,,,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,12,13,1,sugerir,88224,,,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,7,16,1,pedir,432187,,,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,17,18,1,conseguir,129144,,,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,3,21,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,13,23,0,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,8,26,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,18,28,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,4,31,1,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,14,33,1,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,9,36,1,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,19,38,1,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,5,41,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,15,43,1,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,10,46,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC09,61,Female,Comparison,Comparison,09,48,0,16,21,40,10,47,14,14,A,20,48,1,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,20,3,0,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,10,5,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,15,8,0,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,5,10,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,19,13,1,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,9,15,1,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,14,18,0,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,4,20,1,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,18,23,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,8,25,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,13,28,0,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,3,30,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,17,33,1,conseguir,129144,,,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,7,35,1,pedir,432187,,,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,12,38,0,sugerir,88224,,,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,2,40,1,pedir,432187,,,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,16,43,0,sugerir,88224,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,6,45,1,querer,1263949,,,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,11,48,1,desear,148807,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC10,64,Female,Comparison,Comparison,10,50,0,28,28,40,10,47,22,22,B,1,50,1,esperar,1409514,,,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,1,1,1,esperar,1409514,,,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,11,3,1,desear,148807,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,6,6,1,querer,1263949,,,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,16,8,1,sugerir,88224,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,2,11,1,pedir,432187,,,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,12,13,1,sugerir,88224,,,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,7,16,1,pedir,432187,,,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,17,18,0,conseguir,129144,,,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,3,21,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,13,23,0,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,8,26,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,18,28,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,4,31,0,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,14,33,1,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,9,36,1,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,19,38,0,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,5,41,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,15,43,1,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,10,46,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC11,79,Female,Comparison,Comparison,11,51,0,32,32,40,10,47,23,23,A,20,48,1,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,1,1,1,esperar,1409514,,,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,11,3,1,desear,148807,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,6,6,1,querer,1263949,,,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,16,8,1,sugerir,88224,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,2,11,1,pedir,432187,,,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,12,13,1,sugerir,88224,,,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,7,16,1,pedir,432187,,,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,17,18,1,conseguir,129144,,,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,3,21,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,13,23,1,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,8,26,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,18,28,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,4,31,1,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,14,33,1,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,9,36,0,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,19,38,1,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,5,41,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,15,43,1,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,10,46,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC12,94,Male,Comparison,Comparison,12,20,0,10,10,38,5,44,7,7,A,20,48,1,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,20,3,1,ordenar,65158,,,Regular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,10,5,1,esperar,1409514,,,Regular,Canonical,atar,15876,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,15,8,1,conseguir,129144,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,5,10,1,necesitar,593469,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,19,13,1,valorar,113028,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,9,15,1,necesitar,593469,,,Regular,Canonical,prestar,73724,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,14,18,0,ordenar,65158,,,Regular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,4,20,1,querer,1263949,,,Irregular,Canonical,tratar,590952,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,18,23,1,desear,148807,,,Regular,Canonical,robar,28182,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,8,25,1,permitir,935997,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,13,28,1,valorar,113028,,,Regular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,3,30,1,permitir,935997,,,Irregular,Canonical,enviar,766523,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,17,33,1,conseguir,129144,,,Irregular,Canonical,atar,15876,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,7,35,1,pedir,432187,,,Irregular,Canonical,bailar,29935,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,12,38,1,sugerir,88224,,,Irregular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,2,40,1,pedir,432187,,,Irregular,Canonical,quedar,947469,Mood,Subjunctive,EMPT,A,[+F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,16,43,1,sugerir,88224,,,Irregular,Canonical,viajar,78141,Mood,Subjunctive,EMPT,D,[–F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,6,45,0,querer,1263949,,,Irregular,Canonical,robar,28182,Mood,Subjunctive,EMPT,B,[+F/–F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,11,48,1,desear,148807,,,Regular,Canonical,tomar,506707,Mood,Subjunctive,EMPT,C,[–F/+F]
SBC13,100,Female,Comparison,Comparison,13,23,0,5,20,40,5,49,17,20,B,1,50,1,esperar,1409514,,,Regular,Canonical,dejar,696519,Mood,Subjunctive,EMPT,A,[+F/+F]
