Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Condition,Condition_Exp,Participant,FofA,Token_Differential,FofA_Std,Token_Lemma_Std,Token_Differential_Std,Token_Pret_Std,Type_Std,LOR_Std,DELE_Std
SBC01,14,Male,Comparison,NA,29,0,NA,26,40,7,47,21,21,A,39,40,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,01,42,37118,0.7579429152256925,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,0.45707339007656517,-0.11843066155453043
SBC01,14,Male,Comparison,NA,29,0,NA,26,40,7,47,21,21,A,25,42,0,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,01,42,9386,0.7579429152256925,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,0.45707339007656517,-0.11843066155453043
SBC01,14,Male,Comparison,NA,29,0,NA,26,40,7,47,21,21,A,35,45,0,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,01,42,-95053,0.7579429152256925,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,0.45707339007656517,-0.11843066155453043
SBC01,14,Male,Comparison,NA,29,0,NA,26,40,7,47,21,21,A,30,47,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,01,42,3136079,0.7579429152256925,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,0.45707339007656517,-0.11843066155453043
SBC01,14,Male,Comparison,NA,29,0,NA,26,40,7,47,21,21,A,40,50,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,01,42,-4995,0.7579429152256925,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,0.45707339007656517,-0.11843066155453043
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,21,2,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,02,42,-95053,0.7579429152256925,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,31,5,0,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,02,42,-5228,0.7579429152256925,-0.6908401757785407,-0.3984201207829474,-0.66907063451643,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,26,7,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,02,42,-4995,0.7579429152256925,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,37,10,0,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,02,42,1306223,0.7579429152256925,1.9287586503874556,0.95483133903791,1.0573328276193525,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,22,12,1,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,02,42,-34938,0.7579429152256925,-0.5684951122604613,-0.4290770807999649,-0.5462219777092407,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,32,15,1,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,02,42,-34938,0.7579429152256925,-0.5684951122604613,-0.4290770807999649,-0.5462219777092407,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,27,17,1,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,02,42,1306223,0.7579429152256925,1.9287586503874556,0.95483133903791,1.0573328276193525,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,36,20,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,02,42,-264072,0.7579429152256925,1.37198991529301,-0.6655143704848959,2.377469950439474,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,23,22,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,02,42,-11415,0.7579429152256925,-0.6615344718754773,-0.40480432178009607,-0.5872057090936394,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,33,25,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,02,42,-11415,0.7579429152256925,-0.6615344718754773,-0.40480432178009607,-0.5872057090936394,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,28,27,1,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,02,42,37118,0.7579429152256925,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,38,30,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,02,42,3136079,0.7579429152256925,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,24,32,1,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,02,42,-5228,0.7579429152256925,-0.6908401757785407,-0.3984201207829474,-0.66907063451643,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,34,35,1,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,02,42,9386,0.7579429152256925,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,29,37,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,02,42,-264072,0.7579429152256925,1.37198991529301,-0.6655143704848959,2.377469950439474,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,39,40,1,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,02,42,37118,0.7579429152256925,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,25,42,1,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,02,42,9386,0.7579429152256925,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,35,45,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,02,42,-95053,0.7579429152256925,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,30,47,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,02,42,3136079,0.7579429152256925,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC02,4,Female,Comparison,NA,28,0,3,22,40,7,48,21,21,B,40,50,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,02,42,-4995,0.7579429152256925,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,0.09141467801531303,0.5921533077726623
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,21,2,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,03,32,-95053,-0.2306782785469502,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,31,5,0,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,03,32,-5228,-0.2306782785469502,-0.6908401757785407,-0.3984201207829474,-0.66907063451643,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,26,7,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,03,32,-4995,-0.2306782785469502,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,37,10,0,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,03,32,1306223,-0.2306782785469502,1.9287586503874556,0.95483133903791,1.0573328276193525,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,22,12,0,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,03,32,-34938,-0.2306782785469502,-0.5684951122604613,-0.4290770807999649,-0.5462219777092407,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,32,15,0,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,03,32,-34938,-0.2306782785469502,-0.5684951122604613,-0.4290770807999649,-0.5462219777092407,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,27,17,1,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,03,32,1306223,-0.2306782785469502,1.9287586503874556,0.95483133903791,1.0573328276193525,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,36,20,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,03,32,-264072,-0.2306782785469502,1.37198991529301,-0.6655143704848959,2.377469950439474,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,23,22,0,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,03,32,-11415,-0.2306782785469502,-0.6615344718754773,-0.40480432178009607,-0.5872057090936394,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,33,25,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,03,32,-11415,-0.2306782785469502,-0.6615344718754773,-0.40480432178009607,-0.5872057090936394,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,28,27,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,03,32,37118,-0.2306782785469502,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,38,30,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,03,32,3136079,-0.2306782785469502,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,24,32,0,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,03,32,-5228,-0.2306782785469502,-0.6908401757785407,-0.3984201207829474,-0.66907063451643,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,34,35,1,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,03,32,9386,-0.2306782785469502,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,29,37,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,03,32,-264072,-0.2306782785469502,1.37198991529301,-0.6655143704848959,2.377469950439474,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,39,40,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,03,32,37118,-0.2306782785469502,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,25,42,1,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,03,32,9386,-0.2306782785469502,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,35,45,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,03,32,-95053,-0.2306782785469502,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,30,47,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,03,32,3136079,-0.2306782785469502,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC03,8,Female,Comparison,NA,55,0,15,34,40,10,49,16,16,B,40,50,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,03,32,-4995,-0.2306782785469502,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,1.1883908141990693,1.3027372770998549
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,21,2,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,04,48,-95053,1.351115631489278,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,31,5,0,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,04,48,-5228,1.351115631489278,-0.6908401757785407,-0.3984201207829474,-0.66907063451643,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,26,7,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,04,48,-4995,1.351115631489278,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,37,10,0,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,04,48,1306223,1.351115631489278,1.9287586503874556,0.95483133903791,1.0573328276193525,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,22,12,0,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,04,48,-34938,1.351115631489278,-0.5684951122604613,-0.4290770807999649,-0.5462219777092407,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,32,15,0,gustar,541858,94346,59408,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,04,48,-34938,1.351115631489278,-0.5684951122604613,-0.4290770807999649,-0.5462219777092407,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,27,17,1,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,04,48,1306223,1.351115631489278,1.9287586503874556,0.95483133903791,1.0573328276193525,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,36,20,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,04,48,-264072,1.351115631489278,1.37198991529301,-0.6655143704848959,2.377469950439474,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,23,22,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,04,48,-11415,1.351115631489278,-0.6615344718754773,-0.40480432178009607,-0.5872057090936394,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,33,25,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,G,Regular stative with entre,04,48,-11415,1.351115631489278,-0.6615344718754773,-0.40480432178009607,-0.5872057090936394,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,28,27,1,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,04,48,37118,1.351115631489278,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,38,30,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,04,48,3136079,1.351115631489278,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,24,32,1,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,E,Regular stative with durante,04,48,-5228,1.351115631489278,-0.6908401757785407,-0.3984201207829474,-0.66907063451643,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,34,35,1,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,04,48,9386,1.351115631489278,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,29,37,1,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,04,48,-264072,1.351115631489278,1.37198991529301,-0.6655143704848959,2.377469950439474,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,39,40,1,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,04,48,37118,1.351115631489278,-0.569689983907908,-0.35472440792934173,-0.636977931264772,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,25,42,1,amar,80242,5580,14966,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,04,48,9386,1.351115631489278,-0.6880900538059375,-0.3833403222744084,-0.6781325582258488,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,35,45,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,G,Regular stative with entre,04,48,-95053,1.351115631489278,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,30,47,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,F,Irregular stative with durante,04,48,3136079,1.351115631489278,1.280615655434746,2.8430111515219103,0.8257232537172223,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,40,50,1,excluir,53412,6569,1574,0,Canonical,NA,NA,Aspect,Preterit,H,Irregular stative with entre,04,48,-4995,1.351115631489278,-0.6950411393005155,-0.3981796942705285,-0.676662856266417,-0.9979144919948469,-1.7368788822909476,2.0133212464270476
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,21,2,1,vivir,599425,225093,130040,1,Canonical,NA,NA,Aspect,Preterit,E,Regular stative with durante,05,32,-95053,-0.2306782785469502,-0.5535807202117706,-0.4911081528774813,-0.3519255954141619,0.9979144919948469,1.6454642042756344,-1.539598600208916
