Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,Langs,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,ProfGroup,NativeRange,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,ExpForm,ExpLI,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Modality,MV_Class,SV_Class,Condition,Verb_Condition,Grupo,Tarea,Tarea_1,FofA,Token_Differential,FofA_Std,FofA_Prod_Std,FofA_Comp_Std,AoA_ENG_Std,DELE_Std,Token_Main_Std,Token_Differential_Std,Token_Pret_Std,Token_Sub_Std,LOR_Std
SBC08,59,Female,Comparison,Comparison,45,2,0,18,18,40,10,47,Advanced,Native Range,13,13,A,40P,50,0,0,#03: haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,26,3136079,-1.712495681412399,-1.0799536524434212,-1.8747192215785444,0.048777435891149044,-0.31472037278110515,1.270560273931758,2.8926253228842294,0.7736823408214853,NA,-1.1911347566047168
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,21P,2,0,0,#09: doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,28,-5228,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.7021934587037248,-0.38526278248585183,-0.6771800616791355,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,31P,5,0,0,#05: gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,28,-34938,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.5797678497179639,-0.41626454564066134,-0.5579418852574557,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,26P,7,1,1,#03: haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,28,3136079,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,1.270560273931758,2.8926253228842294,0.7736823408214853,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,38P,10,1,1,#10: excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,28,-4995,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.7063971879161318,-0.38501965186265863,-0.6845491506051813,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,22P,12,0,0,#08: amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,28,9386,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.6994415261974222,-0.3700133793641963,-0.685975658522163,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,32P,15,0,0,#08: amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,28,9386,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.6994415261974222,-0.3700133793641963,-0.685975658522163,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,27P,17,1,1,#01: estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,28,1306223,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,1.9191299716802477,0.9832088866874249,0.9984849878478718,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,37P,20,1,1,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,28,-264072,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,23P,22,1,1,#04: vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,28,-95053,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.5648436388286252,-0.478993289903582,-0.3693558077836404,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,33P,25,0,0,#07: faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,28,-11415,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.6728684614874804,-0.3917187874888409,-0.5977211186674027,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,28P,27,1,1,#10: excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,28,-4995,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.7063971879161318,-0.38501965186265863,-0.6845491506051813,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,38P,30,0,0,#06: creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,28,37118,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.5809635080052054,-0.3410756178088555,-0.6460305520986134,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,24P,32,0,0,#05: gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,28,-34938,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.5797678497179639,-0.41626454564066134,-0.5579418852574557,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,34P,35,1,1,#04: vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,28,-95053,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.5648436388286252,-0.478993289903582,-0.3693558077836404,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,29P,37,1,1,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,28,-264072,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,39P,40,0,0,#01: estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,28,1306223,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,1.9191299716802477,0.9832088866874249,0.9984849878478718,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,25P,42,0,0,#07: faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,28,-11415,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.6728684614874804,-0.3917187874888409,-0.5977211186674027,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,35P,45,0,0,#09: doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,28,-5228,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.7021934587037248,-0.38526278248585183,-0.6771800616791355,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,30P,47,1,1,#06: creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,28,37118,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,-0.5809635080052054,-0.3410756178088555,-0.6460305520986134,NA,-0.7630707034498968
SBC09,61,Female,Comparison,Comparison,48,2,0,16,21,40,10,47,Advanced,Native Range,14,14,A,40P,50,1,1,#03: haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,28,3136079,-1.4118285007064053,-0.8581774559595045,-1.5872622742698341,-0.13820273502492275,-0.31472037278110515,1.270560273931758,2.8926253228842294,0.7736823408214853,NA,-0.7630707034498968
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,40P,2,1,1,#03: haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,44,3136079,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.270560273931758,2.8926253228842294,0.7736823408214853,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,30P,4,1,1,#06: creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,44,37118,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.5809635080052054,-0.3410756178088555,-0.6460305520986134,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,35P,7,1,1,#09: doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,44,-5228,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.7021934587037248,-0.38526278248585183,-0.6771800616791355,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,25P,9,1,1,#07: faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,44,-11415,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.6728684614874804,-0.3917187874888409,-0.5977211186674027,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,39P,12,0,0,#01: estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,44,1306223,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.9191299716802477,0.9832088866874249,0.9984849878478718,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,29P,14,1,1,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,44,-264072,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,34P,17,1,1,#04: vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,44,-95053,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.5648436388286252,-0.478993289903582,-0.3693558077836404,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,24P,19,1,1,#05: gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,44,-34938,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.5797678497179639,-0.41626454564066134,-0.5579418852574557,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,38P,22,1,1,#06: creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,44,37118,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.5809635080052054,-0.3410756178088555,-0.6460305520986134,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,28P,24,1,1,#10: excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,44,-4995,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.7063971879161318,-0.38501965186265863,-0.6845491506051813,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,33P,27,1,1,#07: faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,44,-11415,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.6728684614874804,-0.3917187874888409,-0.5977211186674027,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,23P,29,1,1,#04: vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,44,-95053,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.5648436388286252,-0.478993289903582,-0.3693558077836404,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,37P,32,1,1,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,44,-264072,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,27P,34,1,1,#01: estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,44,1306223,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.9191299716802477,0.9832088866874249,0.9984849878478718,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,32P,37,1,1,#08: amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,44,9386,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.6994415261974222,-0.3700133793641963,-0.685975658522163,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,22P,39,1,1,#08: amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,44,9386,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.6994415261974222,-0.3700133793641963,-0.685975658522163,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,36P,42,1,1,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,44,-264072,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,26P,44,1,1,#03: haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,44,3136079,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,1.270560273931758,2.8926253228842294,0.7736823408214853,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,31P,47,1,1,#05: gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,44,-34938,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.5797678497179639,-0.41626454564066134,-0.5579418852574557,NA,0.2357454205780166
SBC10,64,Female,Comparison,Comparison,50,2,0,28,28,40,10,47,Advanced,Native Range,22,22,B,21P,49,1,1,#09: doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,44,-5228,0.9935089449415447,0.9160321159118304,0.7123933041998474,0.983678290471508,-0.31472037278110515,-0.7021934587037248,-0.38526278248585183,-0.6771800616791355,NA,0.2357454205780166
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,21P,2,1,1,#09: doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,46,-5228,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.7021934587037248,-0.38526278248585183,-0.6771800616791355,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,31P,5,1,1,#05: gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,46,-34938,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.5797678497179639,-0.41626454564066134,-0.5579418852574557,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,26P,7,0,0,#03: haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,46,3136079,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,1.270560273931758,2.8926253228842294,0.7736823408214853,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,38P,10,0,0,#10: excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,46,-4995,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.7063971879161318,-0.38501965186265863,-0.6845491506051813,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,22P,12,1,1,#08: amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,46,9386,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.6994415261974222,-0.3700133793641963,-0.685975658522163,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,32P,15,0,0,#08: amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,46,9386,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.6994415261974222,-0.3700133793641963,-0.685975658522163,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,27P,17,1,1,#01: estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,46,1306223,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,1.9191299716802477,0.9832088866874249,0.9984849878478718,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,37P,20,1,1,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,46,-264072,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,23P,22,1,1,#04: vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,46,-95053,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.5648436388286252,-0.478993289903582,-0.3693558077836404,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,33P,25,1,1,#07: faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,46,-11415,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.6728684614874804,-0.3917187874888409,-0.5977211186674027,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,28P,27,1,1,#10: excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,46,-4995,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.7063971879161318,-0.38501965186265863,-0.6845491506051813,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,38P,30,0,0,#06: creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,46,37118,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.5809635080052054,-0.3410756178088555,-0.6460305520986134,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,24P,32,0,0,#05: gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,E,Regular stative with durante,Comparación,Producción,Producción,46,-34938,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.5797678497179639,-0.41626454564066134,-0.5579418852574557,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,34P,35,1,1,#04: vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,G,Regular stative with entre,Comparación,Producción,Producción,46,-95053,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,-0.5648436388286252,-0.478993289903582,-0.3693558077836404,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,29P,37,0,0,#02: tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,F,Irregular stative with durante,Comparación,Producción,Producción,46,-264072,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,1.3619946897316082,-0.6553610787512004,2.2798237280726856,NA,0.8064974914511099
SBC11,79,Female,Comparison,Comparison,51,2,0,32,32,40,10,47,Advanced,Native Range,23,23,A,39P,40,0,0,#01: estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,NA,NA,H,Irregular stative with entre,Comparación,Producción,Producción,46,1306223,1.2941761256475386,1.1378083123957472,0.9998502515085576,1.3576386323036516,-0.31472037278110515,1.9191299716802477,0.9832088866874249,0.9984849878478718,NA,0.8064974914511099
