Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Condition_Exp
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,34,35,1,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,29,37,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,39,40,1,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,25,42,1,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,35,45,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,30,47,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L07,38,Male,L2 Learner,L2 Learner,23,10,0,0.33,26,3,35,3,4,A,40,50,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,21,2,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,31,5,1,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,26,7,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,37,10,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,22,12,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,32,15,1,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,27,17,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,36,20,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,23,22,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,33,25,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,28,27,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,38,30,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,24,32,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,34,35,1,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,29,37,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,39,40,1,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,25,42,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,35,45,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,30,47,0,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L08,29,Female,L2 Learner,L2 Learner,19,7,0,0,22,1,36,7,5,B,40,50,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,21,2,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,31,5,1,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,26,7,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,37,10,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,22,12,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,32,15,1,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,27,17,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,36,20,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,38,22,0,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,28,24,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,33,27,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,23,29,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,36,32,0,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,27,34,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,32,37,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,22,39,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,37,42,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,26,44,0,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,31,47,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L09,20,Female,L2 Learner,L2 Learner,20,8,8,0,33,4,34,11,11,A,21,49,0,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,21,2,0,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,31,5,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,26,7,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,37,10,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,22,12,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,32,15,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,27,17,1,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,36,20,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,23,22,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,33,25,1,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,28,27,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,38,30,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,24,32,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,34,35,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,29,37,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,39,40,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,25,42,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,35,45,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,30,47,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L10,17,Female,L2 Learner,L2 Learner,34,13,0,2,38,3,45,20,20,B,40,50,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,21,2,0,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,31,5,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,26,7,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,37,10,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,22,12,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,32,15,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,27,17,1,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,36,20,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,38,22,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,28,24,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,33,27,1,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,23,29,1,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,36,32,0,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,27,34,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,32,37,1,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,22,39,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,37,42,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,26,44,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,31,47,1,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L11,49,Male,L2 Learner,L2 Learner,34,13,0,1,40,10,33,19,19,A,21,49,0,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,40,2,0,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,30,4,0,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,35,7,0,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,25,9,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,39,12,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,29,14,0,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,34,17,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,24,19,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,23,22,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,33,25,1,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,28,27,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,38,30,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,24,32,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,34,35,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,29,37,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,39,40,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,25,42,0,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,35,45,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,30,47,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L12,27,Female,L2 Learner,L2 Learner,30,14,0,0.583,33,2,43,17,19,A,40,50,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,40,2,0,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,30,4,0,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,35,7,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,25,9,1,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,39,12,1,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,29,14,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,34,17,1,amar,80242,5580,14966,1,Canonical,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,24,19,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,38,22,0,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,28,24,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,33,27,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,23,29,0,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,36,32,0,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,27,34,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,32,37,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,22,39,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,37,42,0,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,26,44,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,31,47,0,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L13,32,Female,L2 Learner,L2 Learner,24,14,0,0.416,40,3,41,8,8,A,21,49,0,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,21,2,1,vivir,599425,225093,130040,1,Canonical,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,31,5,1,doler,69627,11678,6450,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,26,7,1,excluir,53412,6569,1574,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,37,10,1,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,22,12,1,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,32,15,0,gustar,541858,94346,59408,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,27,17,1,estar,10180830,1173419,2479642,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,36,20,1,tener,8031798,2061773,1797701,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,23,22,1,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,E,Regular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,33,25,1,faltar,182742,66767,55352,1,DativeExp,,,Aspect,Preterit,FCT,G,Regular stative with entre
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,28,27,0,creer,537246,33274,70392,0,Canonical,,,Aspect,Preterit,FCT,F,Irregular stative with durante
L2L14,11,Male,L2 Learner,L2 Learner,20,,0,0,26,2,29,6,6,B,38,30,1,haber,7679109,1017563,4153642,0,Canonical,,,Aspect,Preterit,FCT,H,Irregular stative with entre
