Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Condition_Exp,Participant,FofA,Token_Differential,FofA_Std,Token_Lemma_Std,Token_Differential_Std,Token_Pret_Std,Type_Std,LOR_Std,DELE_Std
L2L01,37,Female,L2 Learner,L2 Learner,20,10,0,0,35,3,35,7,7,A,29,37,0,tener,8031798,2061773,1797701,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,14,-264072,-0.6766393677497271,1.2874864877438055,-0.6634948383273946,2.1748491896247866,-1.0021264090352122,-0.7193388815169465,-0.389854860984202
L2L01,37,Female,L2 Learner,L2 Learner,20,10,0,0,35,3,35,7,7,A,39,40,0,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,14,1306223,-0.6766393677497271,1.8347524502634067,0.9006886913882757,0.9243835875741246,-1.0021264090352122,-0.7193388815169465,-0.389854860984202
L2L01,37,Female,L2 Learner,L2 Learner,20,10,0,0,35,3,35,7,7,A,25,42,0,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,EPT,E,Regular stative with durante,2,14,-11415,-0.6766393677497271,-0.7113302756688619,-0.41182116040867733,-0.6333628282022089,0.9964646779107197,-0.7193388815169465,-0.389854860984202
L2L01,37,Female,L2 Learner,L2 Learner,20,10,0,0,35,3,35,7,7,A,35,45,0,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,EPT,G,Regular stative with entre,2,14,-5228,-0.6766393677497271,-0.740135798039122,-0.4056582397483232,-0.7109072525548531,0.9964646779107197,-0.7193388815169465,-0.389854860984202
L2L01,37,Female,L2 Learner,L2 Learner,20,10,0,0,35,3,35,7,7,A,30,47,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,14,37118,-0.6766393677497271,-0.6210533636558957,-0.3634770472021202,-0.6805082729342445,-1.0021264090352122,-0.7193388815169465,-0.389854860984202
L2L01,37,Female,L2 Learner,L2 Learner,20,10,0,0,35,3,35,7,7,A,40,50,0,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,14,3136079,-0.6766393677497271,1.1976717781186925,2.7234230291728307,0.7049974342239872,-1.0021264090352122,-0.7193388815169465,-0.389854860984202
L2L02,40,Female,L2 Learner,L2 Learner,18,0,10,0,30,0,26,11,14,B,40,2,1,haber,7679109,1017563,4153642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,25,3136079,0.37600112302438754,1.1976717781186925,2.7234230291728307,0.7049974342239872,-1.0021264090352122,-0.7193388815169465,-1.7629911063797767
L2L02,40,Female,L2 Learner,L2 Learner,18,0,10,0,30,0,26,11,14,B,30,4,0,creer,537246,33274,70392,0,Canonical,NA,NA,Aspect,Preterit,EPT,F,Irregular stative with durante,2,25,37118,0.37600112302438754,-0.6210533636558957,-0.3634770472021202,-0.6805082729342445,-1.0021264090352122,-0.7193388815169465,-1.7629911063797767
L2L02,40,Female,L2 Learner,L2 Learner,18,0,10,0,30,0,26,11,14,B,35,7,0,doler,69627,11678,6450,1,DativeExp,NA,NA,Aspect,Preterit,EPT,G,Regular stative with entre,2,25,-5228,0.37600112302438754,-0.740135798039122,-0.4056582397483232,-0.7109072525548531,0.9964646779107197,-0.7193388815169465,-1.7629911063797767
L2L02,40,Female,L2 Learner,L2 Learner,18,0,10,0,30,0,26,11,14,B,25,9,1,faltar,182742,66767,55352,1,DativeExp,NA,NA,Aspect,Preterit,EPT,E,Regular stative with durante,2,25,-11415,0.37600112302438754,-0.7113302756688619,-0.41182116040867733,-0.6333628282022089,0.9964646779107197,-0.7193388815169465,-1.7629911063797767
L2L02,40,Female,L2 Learner,L2 Learner,18,0,10,0,30,0,26,11,14,B,39,12,0,estar,10180830,1173419,2479642,0,Canonical,NA,NA,Aspect,Preterit,EPT,H,Irregular stative with entre,2,25,1306223,0.37600112302438754,1.8347524502634067,0.9006886913882757,0.9243835875741246,-1.0021264090352122,-0.7193388815169465,-1.7629911063797767
