Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,Langs,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,ProfGroup,NativeRange,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Response,MainVerb,VerbList,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Reg_Numerical,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Modality,MV_Class,SV_Class,Condition,Verb_Condition,Grupo,Tarea,FofA,Token_Differential,FofA_Std,FofA_Prod_Std,FofA_Comp_Std,AoA_ENG_Std,DELE_Std,Token_Main_Std,Token_Differential_Std,Token_Pret_Std,Token_Sub_Std,LOR_Std
L2L01,37,Female,L2 Learner,L2 Learner,20,2,10,0,0,35,3,35,Intermediate,Intermediate,7,7,A,11P,3,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,14,NA,-0.7130991460054258,-0.6983884708008963,-0.712768051190349,NA,-0.2912415111288187,-0.9390904867974987,NA,NA,0.4702924451884135,-0.6812390856977693
L2L01,37,Female,L2 Learner,L2 Learner,20,2,10,0,0,35,3,35,Intermediate,Intermediate,7,7,A,18P,28,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,14,NA,-0.7130991460054258,-0.6983884708008963,-0.712768051190349,NA,-0.2912415111288187,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.6812390856977693
L2L02,40,Female,L2 Learner,L2 Learner,18,2,10,0,0,30,0,26,Intermediate,Intermediate,11,14,B,18P,23,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,25,NA,0.36471483039972147,0.09348507089460799,0.6177323110316357,NA,-1.6392736483536379,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.6812390856977693
L2L02,40,Female,L2 Learner,L2 Learner,18,2,10,0,0,30,0,26,Intermediate,Intermediate,11,14,B,11P,48,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,25,NA,0.36471483039972147,0.09348507089460799,0.6177323110316357,NA,-1.6392736483536379,-0.9390904867974987,NA,NA,0.4702924451884135,-0.6812390856977693
L2L03,42,Female,L2 Learner,L2 Learner,25,2,9,0,0,30,NA,36,Intermediate,Intermediate,5,9,A,11P,3,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,14,NA,-0.7130991460054258,-1.0943252416486484,-0.33262509055549616,NA,-0.14146016254828325,-0.9390904867974987,NA,NA,0.4702924451884135,-0.6812390856977693
L2L03,42,Female,L2 Learner,L2 Learner,25,2,9,0,0,30,NA,36,Intermediate,Intermediate,5,9,A,18P,28,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,14,NA,-0.7130991460054258,-1.0943252416486484,-0.33262509055549616,NA,-0.14146016254828325,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.6812390856977693
L2L04,33,Male,L2 Learner,L2 Learner,25,2,9,0,1.33,37,0,49,Advanced,Native Range,14,16,B,18P,23,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,30,NA,0.854630274220243,0.6873902271662362,0.9978752716664886,NA,1.8056973689986777,-0.9390904867974987,NA,NA,-1.0037031031799537,0.4111527366408621
L2L04,33,Male,L2 Learner,L2 Learner,25,2,9,0,1.33,37,0,49,Advanced,Native Range,14,16,B,11P,48,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,30,NA,0.854630274220243,0.6873902271662362,0.9978752716664886,NA,1.8056973689986777,-0.9390904867974987,NA,NA,0.4702924451884135,0.4111527366408621
L2L05,47,Male,L2 Learner,L2 Learner,20,2,14,0,0,31,3,39,Intermediate,Intermediate,10,10,B,18P,23,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,20,NA,-0.12520061342080002,-0.10448331452926808,-0.14255361023806978,NA,0.3078838831933231,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.6812390856977693
L2L05,47,Male,L2 Learner,L2 Learner,20,2,14,0,0,31,3,39,Intermediate,Intermediate,10,10,B,11P,48,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,20,NA,-0.12520061342080002,-0.10448331452926808,-0.14255361023806978,NA,0.3078838831933231,-0.9390904867974987,NA,NA,0.4702924451884135,-0.6812390856977693
L2L06,31,Male,L2 Learner,L2 Learner,27,2,14,0,3.375,40,4,44,Advanced,Advanced,12,12,B,18P,23,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,24,NA,0.2667317416356172,0.29145345631848407,0.237589350396783,NA,1.0567906260960005,-0.9390904867974987,NA,NA,-1.0037031031799537,2.0908078318908627
L2L06,31,Male,L2 Learner,L2 Learner,27,2,14,0,3.375,40,4,44,Advanced,Advanced,12,12,B,11P,48,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,24,NA,0.2667317416356172,0.29145345631848407,0.237589350396783,NA,1.0567906260960005,-0.9390904867974987,NA,NA,0.4702924451884135,2.0908078318908627
L2L07,38,Male,L2 Learner,L2 Learner,23,2,10,0,0.33,26,3,35,Intermediate,Intermediate,3,4,A,11P,3,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,7,NA,-1.3989807673541559,-1.4902620124964006,-1.282982492142628,NA,-0.2912415111288187,-0.9390904867974987,NA,NA,0.4702924451884135,-0.41019449820021414
L2L07,38,Male,L2 Learner,L2 Learner,23,2,10,0,0.33,26,3,35,Intermediate,Intermediate,3,4,A,18P,28,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,7,NA,-1.3989807673541559,-1.4902620124964006,-1.282982492142628,NA,-0.2912415111288187,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.41019449820021414
L2L08,29,Female,L2 Learner,L2 Learner,19,2,7,0,0,22,1,36,Intermediate,Intermediate,7,5,B,18P,23,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,12,NA,-0.9090653235336345,-0.6983884708008963,-1.0929110118252017,NA,-0.14146016254828325,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.6812390856977693
L2L08,29,Female,L2 Learner,L2 Learner,19,2,7,0,0,22,1,36,Intermediate,Intermediate,7,5,B,11P,48,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,12,NA,-0.9090653235336345,-0.6983884708008963,-1.0929110118252017,NA,-0.14146016254828325,-0.9390904867974987,NA,NA,0.4702924451884135,-0.6812390856977693
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,11P,3,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,22,NA,0.07076556410740859,0.09348507089460799,0.0475178700793566,NA,-0.4410228597093542,-0.9390904867974987,NA,NA,0.4702924451884135,-0.6812390856977693
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,18P,28,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,22,NA,0.07076556410740859,0.09348507089460799,0.0475178700793566,NA,-0.4410228597093542,-0.9390904867974987,NA,NA,-1.0037031031799537,-0.6812390856977693
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,18P,23,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,40,NA,1.834461161861286,1.8752005397094926,1.7581611929361942,NA,1.206571974676536,-0.9390904867974987,NA,NA,-1.0037031031799537,0.9614553839843831
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,11P,48,NA,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,40,NA,1.834461161861286,1.8752005397094926,1.7581611929361942,NA,1.206571974676536,-0.9390904867974987,NA,NA,0.4702924451884135,0.9614553839843831
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,11P,3,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,38,NA,1.6384949843330774,1.6772321542856166,1.5680897126187678,NA,-0.5908042082898897,-0.9390904867974987,NA,NA,0.4702924451884135,0.14010814914330688
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,18P,28,0,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#09: robar,28182,Mood,Subjunctive,EMPT,Production,Infrequent,Infrequent,D,[–F/–F],Herencia,Producción,38,NA,1.6384949843330774,1.6772321542856166,1.5680897126187678,NA,-0.5908042082898897,-0.9390904867974987,NA,NA,-1.0037031031799537,0.14010814914330688
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,11P,3,1,#06: desear,desear,148807,NA,NA,Regular,1,Canonical,#05: tomar,506707,Mood,Subjunctive,EMPT,Production,Infrequent,Frequent,C,[–F/+F],Herencia,Producción,36,NA,1.4425288068048687,1.2812953834378644,1.5680897126187678,NA,0.907009277515465,-0.9390904867974987,NA,NA,0.4702924451884135,-0.2023936477854219
