Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,Langs,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,ProfGroup,NativeRange,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Response,MainVerb,VerbList,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Modality,MV_Class,SV_Class,Condition,Verb_Condition,Grupo,Tarea,FofA,Token_Differential,FofA_Std,FofA_Prod_Std,FofA_Comp_Std,AoA_ENG_Std,DELE_Std,Token_Main_Std,Token_Differential_Std,Token_Pret_Std,Token_Sub_Std,LOR_Std
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,38P,30,1,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,22,37118,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,-0.5556920791455267,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,24P,32,NA,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,22,-34938,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,-0.5544825372987822,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,34P,35,NA,#04: vivir,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,G,Regular stative with entre,Herencia,Producción,22,-95053,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,-0.5393850317715609,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,29P,37,0,#02: tener,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,22,-264072,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,1.4098270593200208,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,39P,40,NA,#01: estar,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,22,1306223,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,1.973431598347156,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,25P,42,NA,#07: faltar,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,22,-11415,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,-0.6486642003160237,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,35P,45,NA,#09: doler,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,22,-5228,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,-0.6783297089878603,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,30P,47,NA,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,F,Irregular stative with durante,Herencia,Producción,22,37118,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,-0.5556920791455267,NA,NA,NA,-0.6829847624437352
L2L09,20,Female,L2 Learner,L2 Learner,20,2,8,0,0,33,4,34,Intermediate,Intermediate,11,11,A,40P,50,NA,#03: haber,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,22,3136079,0.06982021386588647,0.09311437569039392,0.04603937213460917,NA,-0.4436080847296805,1.3173309395484487,NA,NA,NA,-0.6829847624437352
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,40P,2,1,#03: haber,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,40,3136079,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,1.3173309395484487,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,30P,4,0,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,F,Irregular stative with durante,Herencia,Producción,40,37118,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.5556920791455267,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,35P,7,0,#09: doler,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,40,-5228,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6783297089878603,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,25P,9,1,#07: faltar,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,40,-11415,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6486642003160237,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,39P,12,0,#01: estar,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,40,1306223,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,1.973431598347156,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,29P,14,1,#02: tener,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,40,-264072,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,1.4098270593200208,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,34P,17,NA,#04: vivir,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,G,Regular stative with entre,Herencia,Producción,40,-95053,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.5393850317715609,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,24P,19,0,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,40,-34938,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.5544825372987822,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,38P,22,0,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,40,37118,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.5556920791455267,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,28P,24,0,#10: excluir,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,F,Irregular stative with durante,Herencia,Producción,40,-4995,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6825822504113128,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,33P,27,0,#07: faltar,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,40,-11415,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6486642003160237,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,23P,29,0,#04: vivir,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,40,-95053,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.5393850317715609,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,37P,32,0,#10: excluir,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,40,-4995,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6825822504113128,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,27P,34,1,#01: estar,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,40,1306223,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,1.973431598347156,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,32P,37,0,#08: amar,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,40,9386,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6755458220183908,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,22P,39,0,#08: amar,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,40,9386,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6755458220183908,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,36P,42,1,#02: tener,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,40,-264072,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,1.4098270593200208,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,26P,44,1,#03: haber,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,40,3136079,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,1.3173309395484487,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,31P,47,0,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,G,Regular stative with entre,Herencia,Producción,40,-34938,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.5544825372987822,NA,NA,NA,0.9593443826535617
L2L10,17,Female,L2 Learner,L2 Learner,34,2,13,0,2,38,3,45,Advanced,Native Range,20,20,B,21P,49,0,#08: amar,amar,65158,NA,NA,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,40,NA,1.832235143558693,1.8733069665523006,1.7558463993406064,NA,1.2043771707712687,-0.6795017476940834,NA,NA,NA,0.9593443826535617
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,21P,2,0,#08: amar,amar,65158,NA,NA,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,38,NA,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6795017476940834,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,31P,5,1,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,G,Regular stative with entre,Herencia,Producción,38,-34938,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.5544825372987822,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,26P,7,NA,#03: haber,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,38,3136079,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,1.3173309395484487,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,36P,10,1,#02: tener,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,38,-264072,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,1.4098270593200208,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,22P,12,0,#08: amar,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,38,9386,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6755458220183908,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,32P,15,0,#08: amar,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,38,9386,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6755458220183908,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,27P,17,0,#01: estar,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,38,1306223,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,1.973431598347156,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,37P,20,NA,#10: excluir,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,38,-4995,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6825822504113128,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,23P,22,0,#04: vivir,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,38,-95053,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.5393850317715609,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,33P,25,0,#07: faltar,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,38,-11415,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6486642003160237,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,28P,27,1,#10: excluir,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,F,Irregular stative with durante,Herencia,Producción,38,-4995,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6825822504113128,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,38P,30,1,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,38,37118,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.5556920791455267,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,24P,32,0,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,38,-34938,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.5544825372987822,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,34P,35,0,#04: vivir,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,G,Regular stative with entre,Herencia,Producción,38,-95053,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.5393850317715609,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,29P,37,0,#02: tener,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,38,-264072,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,1.4098270593200208,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,39P,40,0,#01: estar,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,38,1306223,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,1.973431598347156,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,25P,42,0,#07: faltar,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,38,-11415,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6486642003160237,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,35P,45,0,#09: doler,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,38,-5228,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.6783297089878603,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,30P,47,1,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,F,Irregular stative with durante,Herencia,Producción,38,37118,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,-0.5556920791455267,NA,NA,NA,0.1381798101049132
L2L11,49,Male,L2 Learner,L2 Learner,34,2,13,0,1,40,10,33,Intermediate,Intermediate,19,19,A,40P,50,0,#03: haber,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,38,3136079,1.6364112624817144,1.6755077897898665,1.5658678407621622,NA,-0.5934249261388577,1.3173309395484487,NA,NA,NA,0.1381798101049132
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,21P,2,0,#08: amar,amar,65158,NA,NA,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,36,NA,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.6795017476940834,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,31P,5,NA,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,G,Regular stative with entre,Herencia,Producción,36,-34938,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.5544825372987822,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,26P,7,0,#03: haber,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,36,3136079,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,1.3173309395484487,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,36P,10,0,#02: tener,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,H,Irregular stative with entre,Herencia,Producción,36,-264072,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,1.4098270593200208,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,22P,12,1,#08: amar,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,E,Regular stative with durante,Herencia,Producción,36,9386,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.6755458220183908,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,32P,15,1,#08: amar,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,36,9386,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.6755458220183908,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,27P,17,0,#01: estar,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,F,Irregular stative with durante,Herencia,Producción,36,1306223,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,1.973431598347156,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,37P,20,NA,#10: excluir,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,36,-4995,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.6825822504113128,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,23P,22,1,#04: vivir,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,36,-95053,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.5393850317715609,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,33P,25,0,#07: faltar,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,G,Regular stative with entre,Herencia,Producción,36,-11415,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.6486642003160237,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,28P,27,1,#10: excluir,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,F,Irregular stative with durante,Herencia,Producción,36,-4995,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.6825822504113128,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,38P,30,0,#06: creer,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,EAPT,Production,Infrequent,NA,H,Irregular stative with entre,Herencia,Producción,36,37118,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.5556920791455267,NA,NA,NA,-0.20424581664787322
L2L12,27,Female,L2 Learner,L2 Learner,30,2,14,0,0.583,33,2,43,Advanced,Advanced,17,19,A,24P,32,0,#05: gustar,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,EAPT,Production,Frequent,NA,E,Regular stative with durante,Herencia,Producción,36,-34938,1.4405873814047359,1.2799094362649983,1.5658678407621622,NA,0.9047434879529143,-0.5544825372987822,NA,NA,NA,-0.20424581664787322
