Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Reg_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition,FofA,Token_Differential,FofA_Std,AoA_ENG_Std,DELE_Std,Token_Lemma_Std,Token_Differential_Std,Token_Pret_Std,LOR_Std
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,33,25,0,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,12,-11415,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,28,27,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,12,37118,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,38,30,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,12,3136079,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,1.2157100006780948,2.879308292439894,0.796907968085389,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,24,32,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,12,-5228,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,34,35,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,12,9386,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.709100399596735,-0.39489232755398573,-0.7009918689672618,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,29,37,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,12,-264072,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,1.3050469314682414,-0.681251222764448,2.342509019534621,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,39,40,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,12,37118,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,25,42,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,12,9386,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.709100399596735,-0.39489232755398573,-0.7009918689672618,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,35,45,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,12,-95053,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,30,47,0,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,12,3136079,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,1.2157100006780948,2.879308292439894,0.796907968085389,-0.7117341449568393
L2L08,29,Female,L2 Learner,L2 Learner,08,19,7,0,0,22,1,36,7,5,B,40,50,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,12,-4995,-0.8644806999597112,-0.23809093412600632,-0.21590964541084626,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,21,2,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,22,-95053,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,31,5,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,22,-5228,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,26,7,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,22,-4995,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,37,10,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,22,1306223,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.8494016548925911,0.9631253957821407,1.027600259362691,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,22,12,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,22,-34938,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,32,15,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,22,-34938,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,27,17,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,22,1306223,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.8494016548925911,0.9631253957821407,1.027600259362691,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,36,20,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,22,-264072,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.3050469314682414,-0.681251222764448,2.342509019534621,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,38,22,0,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,22,3136079,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.2157100006780948,2.879308292439894,0.796907968085389,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,28,24,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,22,37118,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,33,27,0,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,22,-11415,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,23,29,0,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,22,-11415,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,36,32,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,22,-264072,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.3050469314682414,-0.681251222764448,2.342509019534621,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,27,34,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,22,1306223,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.8494016548925911,0.9631253957821407,1.027600259362691,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,32,37,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,22,-34938,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,22,39,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,22,-34938,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,37,42,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,22,1306223,0.09724736276737585,3.1713712425584046,-0.5190298534778389,1.8494016548925911,0.9631253957821407,1.027600259362691,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,26,44,0,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,22,-4995,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,31,47,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,22,-5228,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,-0.7117341449568393
L2L09,20,Female,L2 Learner,L2 Learner,09,20,8,8,0,33,4,34,11,11,A,21,49,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,22,-95053,0.09724736276737585,3.1713712425584046,-0.5190298534778389,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,-0.7117341449568393
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,21,2,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,40,-95053,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,31,5,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,40,-5228,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,26,7,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,40,-4995,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,37,10,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,40,1306223,1.8283578756761325,-0.23809093412600632,1.148131290890621,1.8494016548925911,0.9631253957821407,1.027600259362691,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,22,12,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,40,-34938,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,32,15,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,40,-34938,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,27,17,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,40,1306223,1.8283578756761325,-0.23809093412600632,1.148131290890621,1.8494016548925911,0.9631253957821407,1.027600259362691,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,36,20,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,40,-264072,1.8283578756761325,-0.23809093412600632,1.148131290890621,1.3050469314682414,-0.681251222764448,2.342509019534621,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,23,22,0,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,40,-11415,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,33,25,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,40,-11415,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,28,27,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,40,37118,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,38,30,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,40,3136079,1.8283578756761325,-0.23809093412600632,1.148131290890621,1.2157100006780948,2.879308292439894,0.796907968085389,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,24,32,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,40,-5228,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,34,35,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,40,9386,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.709100399596735,-0.39489232755398573,-0.7009918689672618,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,29,37,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,40,-264072,1.8283578756761325,-0.23809093412600632,1.148131290890621,1.3050469314682414,-0.681251222764448,2.342509019534621,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,39,40,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,40,37118,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,25,42,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,40,9386,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.709100399596735,-0.39489232755398573,-0.7009918689672618,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,35,45,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,40,-95053,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,30,47,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,40,3136079,1.8283578756761325,-0.23809093412600632,1.148131290890621,1.2157100006780948,2.879308292439894,0.796907968085389,0.9396532875234643
L2L10,17,Female,L2 Learner,L2 Learner,10,34,13,0,2,38,3,45,20,20,B,40,50,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,40,-4995,1.8283578756761325,-0.23809093412600632,1.148131290890621,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,0.9396532875234643
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,21,2,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,38,-95053,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,31,5,0,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,38,-5228,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,26,7,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,38,-4995,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,37,10,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,38,1306223,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.8494016548925911,0.9631253957821407,1.027600259362691,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,22,12,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,38,-34938,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,32,15,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,38,-34938,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,27,17,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,38,1306223,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.8494016548925911,0.9631253957821407,1.027600259362691,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,36,20,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,38,-264072,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.3050469314682414,-0.681251222764448,2.342509019534621,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,38,22,1,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,38,3136079,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.2157100006780948,2.879308292439894,0.796907968085389,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,28,24,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,38,37118,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,33,27,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,38,-11415,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,23,29,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,38,-11415,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.6831369150367118,-0.4166746538317791,-0.6104251328365753,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,36,32,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,38,-264072,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.3050469314682414,-0.681251222764448,2.342509019534621,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,27,34,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,38,1306223,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.8494016548925911,0.9631253957821407,1.027600259362691,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,32,37,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,38,-34938,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,22,39,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,38,-34938,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5921720104390795,-0.4413073955765286,-0.5696037162652742,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,37,42,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,38,1306223,1.636012263130715,-0.23809093412600632,-0.6705899575113353,1.8494016548925911,0.9631253957821407,1.027600259362691,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,26,44,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,38,-4995,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,31,47,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,38,-5228,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.7117892033879999,-0.4101957704761372,-0.6919658347291896,0.11395957128331254
L2L11,49,Male,L2 Learner,L2 Learner,11,34,13,0,1,40,10,33,19,19,A,21,49,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,38,-95053,1.636012263130715,-0.23809093412600632,-0.6705899575113353,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,0.11395957128331254
L2L12,27,Female,L2 Learner,L2 Learner,12,30,14,0,0.583,33,2,43,17,19,A,40,2,0,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,36,-4995,1.4436666505852978,-0.23809093412600632,0.8450110828236282,-0.7158964999942513,-0.4099517782631318,-0.6995279877174334,-0.2303547083888308
L2L12,27,Female,L2 Learner,L2 Learner,12,30,14,0,0.583,33,2,43,17,19,A,30,4,0,haber,7679109,1017563,4153642,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,F,Irregular stative with durante,36,3136079,1.4436666505852978,-0.23809093412600632,0.8450110828236282,1.2157100006780948,2.879308292439894,0.796907968085389,-0.2303547083888308
L2L12,27,Female,L2 Learner,L2 Learner,12,30,14,0,0.583,33,2,43,17,19,A,35,7,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,G,Regular stative with entre,36,-95053,1.4436666505852978,-0.23809093412600632,0.8450110828236282,-0.5775901576033053,-0.5042584337088083,-0.3760768388423106,-0.2303547083888308
L2L12,27,Female,L2 Learner,L2 Learner,12,30,14,0,0.583,33,2,43,17,19,A,25,9,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,ASPT,E,Regular stative with durante,36,9386,1.4436666505852978,-0.23809093412600632,0.8450110828236282,-0.709100399596735,-0.39489232755398573,-0.7009918689672618,-0.2303547083888308
L2L12,27,Female,L2 Learner,L2 Learner,12,30,14,0,0.583,33,2,43,17,19,A,39,12,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,ASPT,H,Irregular stative with entre,36,37118,1.4436666505852978,-0.23809093412600632,0.8450110828236282,-0.5933402405931364,-0.36585201832194075,-0.6600002336459806,-0.2303547083888308
