Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,LF_Main,TF_Main,Syntax_Main,VolScore_Main,SubVerb,LF_Sub,Morpheme,Property,Condition,Condition_Exp,Participant,FofA,FofA_Std,LF_Std,TF_Std,LOR_Std,DELE_Std
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,38,10,1,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,38,1.0834664785479964,-0.7441696040487679,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,22,12,0,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,38,1.0834664785479964,-0.7373365597838423,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,32,15,0,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,38,1.0834664785479964,-0.7373365597838423,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,27,17,0,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,38,1.0834664785479964,1.8350736118813393,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,37,20,0,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,38,1.0834664785479964,1.287759754902521,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,23,22,0,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,38,1.0834664785479964,-0.6051114229744164,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,33,25,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,38,1.0834664785479964,-0.7112319367068807,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,28,27,1,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,38,1.0834664785479964,-0.7441696040487679,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,38,30,1,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,38,1.0834664785479964,-0.6209471240310251,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,24,32,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,38,1.0834664785479964,-0.6197725433321867,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,34,35,0,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,38,1.0834664785479964,-0.6051114229744164,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,29,37,0,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,38,1.0834664785479964,1.287759754902521,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,39,40,0,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,38,1.0834664785479964,1.8350736118813393,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,25,42,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,38,1.0834664785479964,-0.7112319367068807,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,35,45,0,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,38,1.0834664785479964,-0.7400399800176173,0.9971819851034218,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,30,47,1,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,38,1.0834664785479964,-0.6209471240310251,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L11,49,Male,L2 Learner,NA,34,13,0,1,40,10,33,19,19,A,40,50,0,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,38,1.0834664785479964,1.197937185064565,-1.0016941207826227,-0.4843751992414848,-1.0030340547789556
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,21,2,0,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,36,0.9140433758311725,-0.7400399800176173,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,31,5,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,36,0.9140433758311725,-0.6197725433321867,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,26,7,0,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,36,0.9140433758311725,1.197937185064565,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,38,10,0,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,36,0.9140433758311725,-0.7441696040487679,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,22,12,1,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,36,0.9140433758311725,-0.7373365597838423,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,32,15,1,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,36,0.9140433758311725,-0.7373365597838423,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,27,17,0,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,36,0.9140433758311725,1.8350736118813393,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,37,20,0,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,36,0.9140433758311725,1.287759754902521,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,23,22,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,36,0.9140433758311725,-0.6051114229744164,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,33,25,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,36,0.9140433758311725,-0.7112319367068807,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,28,27,1,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,36,0.9140433758311725,-0.7441696040487679,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,38,30,0,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,36,0.9140433758311725,-0.6209471240310251,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,24,32,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,36,0.9140433758311725,-0.6197725433321867,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,34,35,0,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,36,0.9140433758311725,-0.6051114229744164,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,29,37,0,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,36,0.9140433758311725,1.287759754902521,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,39,40,1,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,36,0.9140433758311725,1.8350736118813393,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,25,42,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,36,0.9140433758311725,-0.7112319367068807,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,35,45,0,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,36,0.9140433758311725,-0.7400399800176173,0.9971819851034218,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,30,47,0,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,36,0.9140433758311725,-0.6209471240310251,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L12,27,Female,L2 Learner,NA,30,14,0,0.583,33,2,43,17,19,A,40,50,0,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,36,0.9140433758311725,1.197937185064565,-1.0016941207826227,-0.5235244407638395,0.39956722762974806
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,21,2,1,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,16,-0.7801876513370679,-0.7400399800176173,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,31,5,1,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,16,-0.7801876513370679,-0.6197725433321867,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,26,7,0,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,16,-0.7801876513370679,1.197937185064565,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,38,10,1,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,16,-0.7801876513370679,-0.7441696040487679,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,22,12,1,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,16,-0.7801876513370679,-0.7373365597838423,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,32,15,1,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,16,-0.7801876513370679,-0.7373365597838423,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,27,17,1,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,16,-0.7801876513370679,1.8350736118813393,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,37,20,1,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,16,-0.7801876513370679,1.287759754902521,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,23,22,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,16,-0.7801876513370679,-0.6051114229744164,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,33,25,1,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,16,-0.7801876513370679,-0.7112319367068807,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,28,27,1,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,16,-0.7801876513370679,-0.7441696040487679,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,38,30,1,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,16,-0.7801876513370679,-0.6209471240310251,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,24,32,1,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,16,-0.7801876513370679,-0.6197725433321867,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,34,35,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,16,-0.7801876513370679,-0.6051114229744164,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,29,37,1,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,16,-0.7801876513370679,1.287759754902521,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,39,40,1,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,16,-0.7801876513370679,1.8350736118813393,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,25,42,1,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,16,-0.7801876513370679,-0.7112319367068807,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,35,45,1,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,16,-0.7801876513370679,-0.7400399800176173,0.9971819851034218,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,30,47,1,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,16,-0.7801876513370679,-0.6209471240310251,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L13,32,Female,L2 Learner,NA,24,14,0,0.416,40,3,41,8,8,A,40,50,1,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,16,-0.7801876513370679,1.197937185064565,-1.0016941207826227,-0.5392029139874205,0.11904697114800733
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,40,2,1,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,12,-1.119033856770716,1.197937185064565,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,30,4,0,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,12,-1.119033856770716,-0.6209471240310251,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,35,7,1,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,12,-1.119033856770716,-0.7400399800176173,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,25,9,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,12,-1.119033856770716,-0.7112319367068807,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,39,12,1,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,12,-1.119033856770716,1.8350736118813393,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,29,14,1,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,12,-1.119033856770716,1.287759754902521,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,34,17,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,12,-1.119033856770716,-0.6051114229744164,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,24,19,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,12,-1.119033856770716,-0.6197725433321867,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,38,22,0,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,12,-1.119033856770716,-0.6209471240310251,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,28,24,0,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,12,-1.119033856770716,-0.7441696040487679,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,33,27,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,12,-1.119033856770716,-0.7112319367068807,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,23,29,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,12,-1.119033856770716,-0.6051114229744164,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,37,32,0,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,12,-1.119033856770716,1.287759754902521,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,27,34,0,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,12,-1.119033856770716,1.8350736118813393,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,32,37,1,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,12,-1.119033856770716,-0.7373365597838423,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,22,39,1,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,12,-1.119033856770716,-0.7373365597838423,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,36,42,1,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,12,-1.119033856770716,1.287759754902521,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,26,44,0,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,12,-1.119033856770716,1.197937185064565,-1.0016941207826227,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,31,47,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,12,-1.119033856770716,-0.6197725433321867,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L14,11,Male,L2 Learner,NA,20,NA,0,0,26,2,29,6,6,B,21,49,0,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,12,-1.119033856770716,-0.7400399800176173,0.9971819851034218,-0.5782582724365801,-1.564074567742437
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,21,2,0,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,30,0.40577406768070035,-0.7400399800176173,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,31,5,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,30,0.40577406768070035,-0.6197725433321867,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,26,7,1,haber,7679109,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,30,0.40577406768070035,1.197937185064565,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,38,10,1,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,30,0.40577406768070035,-0.7441696040487679,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,22,12,0,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,30,0.40577406768070035,-0.7373365597838423,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,32,15,0,amar,80242,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,30,0.40577406768070035,-0.7373365597838423,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,27,17,1,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,30,0.40577406768070035,1.8350736118813393,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,37,20,1,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,30,0.40577406768070035,1.287759754902521,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,23,22,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,30,0.40577406768070035,-0.6051114229744164,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,33,25,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,30,0.40577406768070035,-0.7112319367068807,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,28,27,0,excluir,53412,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,30,0.40577406768070035,-0.7441696040487679,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,38,30,0,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,30,0.40577406768070035,-0.6209471240310251,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,24,32,0,gustar,541858,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,30,0.40577406768070035,-0.6197725433321867,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,34,35,1,vivir,599425,1,Canonical,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,30,0.40577406768070035,-0.6051114229744164,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,29,37,1,tener,8031798,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,30,0.40577406768070035,1.287759754902521,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,39,40,0,estar,10180830,0,Canonical,NA,NA,NA,Aspect,Preterit,H,Irregular stative with entre,2,30,0.40577406768070035,1.8350736118813393,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,25,42,0,faltar,182742,1,DativeExp,NA,NA,NA,Aspect,Preterit,E,Regular stative with durante,2,30,0.40577406768070035,-0.7112319367068807,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,35,45,0,doler,69627,1,DativeExp,NA,NA,NA,Aspect,Preterit,G,Regular stative with entre,2,30,0.40577406768070035,-0.7400399800176173,0.9971819851034218,-0.4843751992414848,0.2593070993888777
L2L15,1,Male,L2 Learner,NA,32,14,0,1,35,1,42,15,15,A,30,47,1,creer,537246,0,Canonical,NA,NA,NA,Aspect,Preterit,F,Irregular stative with durante,2,30,0.40577406768070035,-0.6209471240310251,-1.0016941207826227,-0.4843751992414848,0.2593070993888777
