Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition
L2L04,33,Male,L2 Learner,L2 Learner,04,25,9,0,1.33,37,0,49,14,16,B,5,41,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
L2L04,33,Male,L2 Learner,L2 Learner,04,25,9,0,1.33,37,0,49,14,16,B,15,43,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
L2L04,33,Male,L2 Learner,L2 Learner,04,25,9,0,1.33,37,0,49,14,16,B,10,46,1,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
L2L04,33,Male,L2 Learner,L2 Learner,04,25,9,0,1.33,37,0,49,14,16,B,20,48,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,1,1,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,11,3,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,16,8,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,2,11,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,12,13,1,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,17,18,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,18,23,0,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,8,25,0,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,13,28,0,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,3,30,1,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,17,33,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,7,35,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,12,38,1,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,2,40,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,16,43,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,6,45,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,11,48,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
L2L05,47,Male,L2 Learner,L2 Learner,05,20,14,0,0,31,3,39,10,10,B,1,50,0,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,1,1,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,11,3,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,16,8,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,2,11,0,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,12,13,0,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,17,18,0,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,3,21,1,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,13,23,1,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,8,26,1,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,18,28,1,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,4,31,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,14,33,1,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,9,36,1,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,19,38,1,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,5,41,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,15,43,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,10,46,1,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
L2L06,31,Male,L2 Learner,L2 Learner,06,27,14,0,3.375,40,4,44,12,12,B,20,48,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,1,1,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,11,3,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,16,8,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,2,11,0,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,12,13,1,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,17,18,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,3,21,0,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,13,23,0,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,8,26,0,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,18,28,1,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
L2L07,38,Male,L2 Learner,L2 Learner,07,23,10,0,0.33,26,3,35,3,4,A,4,31,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
